	BM663_mouse_1_KPC_HOP_DAC	BM667_mouse_2_KPC_HOP_DAC	BM726_mouse_3_KPC_HOP_DAC	BM730_mouse_4_KPC_HOP_PBS	BM731_mouse_5_KPC_HOP_PBS	BM878_mouse_6_KPC_HOP_PBS	BM1101_mouse_7_allograft_DAC	BM1102_mouse_7_allograft_untreated	BM1103_mouse_8_allograft_DAC	BM1104_mouse_8_allograft_untreated	BM1105_mouse_9_allograft_DAC	BM1106_mouse_9_allograft_untreated	BM1107_mouse_10_allograft_DAC	BM1108_mouse_10_allograft_untreated	BM9818_mouse_11_KPC_cutltured_control	BM9819_mouse_11_KPC_cutltured_DAC_5uM	BM9820_mouse_11_KPC_cutltured_DAC_10uM
Cnga3	0.0188892	0.0132059	0.0166239	0.00734494	0.0208182	0.00725719	0.0140984	0.00647846	0.0	0.0	0.0181049	0.00640303	0.0	0.0	0.00498943	0.0487496	0.0672459
Inpp4a	7.0363	7.77413	5.63288	5.16654	6.94617	8.24602	4.52433	4.6942	3.49255	4.07575	4.72604	4.76499	4.85173	4.4421	6.33849	5.34945	5.76867
6330578E17Rik	34.4096	32.1877	38.5635	25.8613	39.0047	38.7237	34.2651	36.4372	34.4171	38.029	37.0666	36.7356	36.1832	40.925	38.8862	40.3805	39.8697
Unc50	43.2878	37.9643	47.4421	32.1247	44.8932	38.7659	36.3292	38.3102	43.292	33.6114	41.0482	40.8154	40.8517	33.6161	30.8816	31.0618	29.9528
Mgat4a	27.0975	42.9172	28.3229	17.3255	28.5969	40.9228	25.795	19.3724	18.6067	16.3386	22.1619	17.3201	17.2768	16.827	7.76483	6.06471	5.35676
4930594C11Rik	0.19467	0.365877	0.171314	0.104089	0.142998	0.373998	0.118267	0.0918663	0.143962	0.0850526	0.101159	0.0495578	0.117583	0.0978486	0.0513916	0.0815841	0.0532891
2010300C02Rik	2.26893	9.69706	22.0087	2.61167	12.9608	11.8882	13.0403	17.538	12.3586	17.0305	10.2027	14.3863	12.5374	15.3838	24.6374	16.9357	15.6038
Tsga10	1.64792	1.36759	1.22474	1.22607	1.48011	1.21144	1.27137	1.00807	1.39962	1.26658	1.13187	1.26695	1.22861	1.06658	1.34177	1.0548	0.900743
Lipt1	3.8547	4.28758	5.1473	1.94797	5.99725	3.99015	5.00543	5.32685	5.66556	4.99809	4.77766	5.90305	5.32574	4.95379	5.57666	5.3514	5.45045
Mitd1	17.0835	17.0095	21.8342	6.42685	17.8308	15.6468	17.8877	20.5462	25.3789	18.3436	21.2564	26.1381	20.4367	20.3079	20.4614	23.4958	22.3588
Mrpl30	51.9985	47.8681	79.2324	56.0415	65.7893	56.0091	63.8801	81.7713	86.8772	61.3169	70.5148	85.6989	78.9032	63.1005	49.8128	53.8818	54.9839
Lyg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018044	0.19875	0.00835413	0.0	0.0	0.0	0.0	0.0	0.0135524	0.0143864
Lyg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0886175	0.0	0.0258062	0.0
Txndc9	11.1088	10.2012	12.4166	9.87995	11.2635	9.81884	11.2063	11.6714	15.5936	10.6906	11.5969	11.8559	11.6149	9.97443	11.2106	12.834	12.2041
Eif5b	22.5668	23.3435	27.0049	17.1878	27.5363	25.9599	27.996	24.6476	27.3671	25.3185	26.9092	24.1656	27.1176	26.6047	26.7562	30.5923	29.7779
Rev1	6.78063	7.55294	7.669	7.14075	8.76124	8.33971	6.39274	7.18137	6.82422	6.63328	6.30036	7.2862	6.6978	6.49274	7.67053	8.65938	8.37018
Aff3	0.516199	0.683866	0.194037	1.08156	0.678476	0.974937	0.100063	0.169492	0.236174	0.238539	0.044606	0.152804	0.151921	0.123173	0.0142151	0.0138918	0.00884016
Lonrf2	0.230435	0.0447352	0.016901	0.134395	0.164654	0.299993	0.0190716	0.0	0.0293855	0.0243497	0.0	0.00433313	0.0088242	0.00733476	0.0	0.00330654	0.0
Chst10	0.291411	0.305641	0.0656779	0.895478	0.219312	0.761907	0.0876019	0.131676	0.126072	0.189593	0.0477066	0.137413	0.147135	0.153005	0.0	0.0055013	0.0116763
Nms	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pdcl3	50.2493	40.2824	60.2602	46.0678	49.2437	48.4949	61.2959	52.4014	59.6056	48.6221	55.9153	54.889	55.5622	46.8507	51.2981	54.3523	54.3679
Npas2	1.11785	1.36923	1.04129	0.347316	0.921263	1.12581	0.362198	0.43517	0.226232	0.283325	0.3503	0.159237	0.383599	0.25156	2.9399	1.75598	1.59248
Rpl31	18.5171	17.8563	32.4933	26.8019	32.3212	25.0805	34.4035	37.0436	44.5661	32.2684	37.1859	43.1722	37.7708	37.6564	19.1366	20.3144	20.2123
Tbc1d8	12.0539	8.34387	5.94822	4.72263	7.05613	12.2	3.59158	3.3601	2.85434	3.394	3.93133	2.41999	3.35496	3.11033	1.033	0.989185	0.88214
D1Bwg0212e	12.3406	10.8298	15.4687	9.47497	12.0654	11.9665	12.5717	13.4352	12.8585	13.5817	13.2007	13.2608	13.9601	13.4203	11.8941	13.2939	13.6345
Snord89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rnf149	58.696	40.6943	47.5938	52.3366	36.9337	50.1569	38.9125	35.559	33.0891	34.0014	44.5104	30.4251	34.0917	31.6493	24.146	23.2495	22.2031
Creg2	1.08231	0.51072	0.382998	0.429486	0.266535	0.54863	0.245044	0.126162	0.193852	0.187402	0.373827	0.071727	0.184543	0.16615	0.00589921	0.00864747	0.00611446
Rfx8	0.195007	0.0842805	0.0757025	0.147221	0.0884341	0.145478	0.0129089	0.0473028	0.0453347	0.0876581	0.0330694	0.0351293	0.0237859	0.108976	0.0181507	0.0177273	0.0282403
Gm3646	0.114336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123611	0.0	0.0	0.0	0.0
1700066B17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Map4k4	77.9399	71.5967	93.0651	93.0088	69.0593	84.813	60.452	51.9865	45.8645	53.9424	62.2096	44.0284	58.0519	55.244	56.9072	70.8273	74.2565
Gm16894	0.0614282	0.16172	0.324122	0.0358598	0.13495	0.177252	0.105728	0.0	0.122816	0.0296889	0.119208	0.0636095	0.0	0.0537604	0.0241556	0.0	0.0753033
Il1r2	36.8761	24.9307	36.5918	39.623	18.236	14.5633	20.5864	15.8171	6.78717	5.29785	14.6459	8.48098	7.32625	5.25899	0.283234	0.400916	0.323362
Il1r1	37.3437	24.6688	23.3679	22.2465	30.9165	32.7716	16.2829	15.3544	10.9558	15.7423	18.015	11.3379	14.9191	15.0807	25.2158	22.1684	20.1162
Il1rl2	14.5584	7.9358	7.36337	5.06417	7.70259	8.03676	4.14252	4.51164	3.79974	4.85674	4.94245	2.15568	3.99918	3.36223	0.00933037	0.0364501	0.0290348
Il1rl1	2.71858	1.91224	0.780426	3.4688	1.08433	2.33071	1.25119	1.67395	3.4058	1.68873	1.98178	0.970581	1.4785	1.22979	0.00586352	0.0439414	0.0453881
Il18r1	13.4406	13.0329	18.6302	1.68469	5.06446	11.3948	9.7427	8.63962	9.6086	6.75641	6.84725	7.80115	4.99137	5.80054	0.172154	0.34136	0.335847
Il18rap	13.1874	10.865	17.587	2.30828	6.0894	14.3442	7.59101	5.96414	7.18138	5.85199	7.96203	4.5133	5.40569	5.61879	4.23964	8.79778	9.7321
Slc9a4	5.03489	9.44819	8.37593	2.10349	4.6727	5.40189	4.85276	3.98929	2.68865	1.31054	3.23221	3.0965	1.47179	1.85067	4.06474	1.40829	1.05582
Slc9a2	4.57808	12.8753	15.1255	2.27302	14.1986	8.69997	7.58233	5.05435	3.2732	3.12233	4.97429	3.68732	2.5904	2.67003	3.40292	2.61691	2.49703
Mfsd9	2.88179	3.37263	4.64853	2.36965	3.71796	2.35758	2.49633	2.47402	2.48643	1.94846	1.89376	1.87373	1.76053	1.83374	9.1045	8.51973	7.78461
Tmem182	0.136546	0.16753	0.0	0.0796891	0.0250253	0.0525103	0.725283	2.04988	0.2264	2.10144	0.0	0.140559	2.7963	1.24788	0.0717687	0.105054	0.0745219
4930448I06Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2610017I09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pou3f3	0.014486	0.0	0.0286838	0.0	0.0	0.00834871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2900092D14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mrps9	20.492	21.5047	28.2279	19.263	26.4033	22.6881	28.3226	31.46	35.1424	30.4884	28.2221	30.7058	26.2986	26.6082	34.4345	36.1562	34.4956
Gpr45	0.0	0.0	0.0	0.0	0.00625781	0.0130872	0.0	0.0	0.0	0.0	0.0	0.0	0.0117466	0.0	0.0134996	0.00879364	0.00932984
Tgfbrap1	10.4334	10.6221	11.349	9.34465	9.58486	11.5234	5.87228	7.62207	5.25927	7.56153	6.65013	6.87753	6.42316	8.13886	8.19964	10.0835	10.5818
AI597479	11.4051	10.4094	12.4386	7.41448	12.3378	12.5797	9.25783	9.69515	10.2857	9.76157	10.5592	11.4822	11.9335	12.1037	13.2354	13.5931	13.0514
Fhl2	52.0398	52.1145	61.4511	45.1079	55.4082	68.9659	41.1551	41.9935	45.5684	37.9895	42.9667	39.7829	46.5568	44.716	29.2255	44.5214	47.2005
Nck2	20.6908	31.6647	36.2621	16.7607	27.4543	31.5635	31.8287	32.6093	29.1754	33.6069	30.4375	35.4052	32.1579	36.104	25.4411	23.0336	23.4719
1500015O10Rik	1.70636	0.216804	2.01795	1.40813	0.646386	1.18855	1.78665	2.83976	3.11478	2.15948	1.14101	1.58251	2.61055	1.20896	0.0	0.0451505	0.0240483
Uxs1	23.2565	20.1924	28.5542	24.2576	27.2526	21.1684	22.5805	19.2808	23.5903	20.1097	23.9222	20.5692	25.4025	20.5525	11.5816	17.437	18.848
Tpp2	31.5597	30.784	33.5533	24.1498	39.7043	32.5363	32.4322	30.1791	35.4113	30.5809	33.8617	29.649	34.2473	31.458	37.5444	42.7364	41.4348
A530098C11Rik	0.0230082	0.0483945	0.0303575	0.0	0.0505995	0.0265444	0.104778	0.166763	0.0457852	0.332015	0.0667148	0.0	0.311487	0.140204	0.0	0.0530997	0.0188345
1700029F09Rik	10.476	12.2224	26.9375	12.6299	20.0689	16.6065	23.6318	21.1995	26.4086	20.6258	31.3693	26.5171	26.3049	20.2277	11.7121	21.7491	19.6586
Kdelc1	18.5184	13.9859	21.7611	17.1241	20.7504	16.2621	15.3074	16.5165	18.4186	17.6208	15.5981	16.2849	17.8616	19.0803	18.4572	19.6683	18.2328
Bivm	7.7012	8.17932	10.5162	5.97952	11.041	9.15797	9.84151	10.8309	11.6419	10.1559	10.3805	12.3414	11.3362	11.8774	14.2368	14.2252	13.3374
Ercc5	8.14474	7.8403	7.23057	7.40933	7.01728	6.87846	5.17486	5.58881	5.63359	5.30431	5.34331	5.1691	5.02222	4.61706	6.21366	6.7644	6.53708
4832428D23Rik	0.00696088	0.0	0.0	0.0	0.00767104	0.0	0.0	0.0	0.0	0.0	0.00667407	0.0	0.0	0.0	0.0	0.0	0.00571785
Gulp1	6.13348	2.72433	3.55027	5.73753	3.36705	3.33259	25.6206	27.6679	30.6349	33.7093	23.4758	25.7534	24.0275	22.052	2.12453	1.57259	1.4338
4930521E06Rik	0.0	0.0	0.0	0.0	0.0	0.0331116	0.0985605	0.119087	0.143231	0.083096	0.0834317	0.0889951	0.0898329	0.0	0.0	0.0	0.0
Col3a1	1123.53	419.19	600.872	1687.85	622.885	1093.83	415.718	376.254	328.453	415.214	551.542	178.543	514.394	420.997	2.22651	2.37536	2.68108
Col5a2	245.335	94.9344	114.222	314.117	97.4058	174.257	70.4797	66.5381	78.0313	73.0923	83.2282	38.9744	106.663	70.0949	0.749651	1.16313	1.33633
Wdr75	25.8946	27.4151	32.5564	24.9495	35.478	27.4509	33.6694	30.2362	37.7172	30.6389	34.7954	31.4396	39.8171	31.982	13.4305	22.6152	23.8298
Slc40a1	17.3263	26.4845	16.8743	6.8769	23.3017	15.862	23.3135	34.6635	23.4346	27.7845	16.0894	25.4979	13.6466	19.0267	16.0222	10.7552	9.44795
Gm3852	0.0	0.0	0.0	0.0	0.0	0.0894633	0.0	0.0	0.0389159	0.0	0.0	0.0	0.0	0.0170459	0.0	0.0	0.0
Gm4776	0.0	0.0	0.0462081	0.0	0.0325491	0.0	0.0	0.0303913	0.00646528	0.0250016	0.00629137	0.0300403	0.0271671	0.0254218	0.0	0.00508088	0.00539152
Dnahc7b	0.582967	1.83953	1.7754	0.220954	1.72137	1.26643	1.77587	2.16667	1.96254	1.85094	1.39166	2.52795	1.66298	1.74569	0.592674	0.448597	0.436915
Slc39a10	21.4606	22.2796	22.304	22.4292	33.79	25.2128	22.5234	19.8451	28.2739	22.4434	22.0969	19.5503	28.1339	21.5903	24.7571	26.1613	23.9833
Tmeff2	3.06955	2.43779	2.82558	2.28346	3.87482	2.54587	4.11529	4.75787	8.44309	7.26592	3.32504	5.34092	7.35225	6.53014	0.948417	1.46503	1.68137
9330175M20Rik	0.0	0.00923721	0.0697328	0.0205435	0.0485021	0.0	0.0395279	0.0181355	0.043426	0.058776	0.0168992	0.035881	0.0364767	0.0607219	0.0139432	0.0136207	0.0506063
Sdpr	18.3458	24.9348	69.066	42.3457	57.1243	17.2186	75.7876	69.9761	82.2786	78.3779	90.1273	92.2251	92.7816	82.9424	24.462	46.4241	57.1418
Obfc2a	22.333	16.9393	10.923	8.54093	14.3997	17.7812	9.79246	6.12428	6.957	6.56847	15.3997	7.89648	11.0975	8.06307	18.2302	23.5762	23.1155
Myo1b	44.5802	33.0503	34.844	40.3322	26.0679	51.457	22.1354	15.4358	21.7488	18.4756	21.3416	15.0127	22.2126	19.4931	41.2392	43.4349	41.6826
Stat4	2.12539	2.00245	0.541434	7.27148	2.35847	3.8252	0.626931	0.936522	2.01399	1.4828	0.801031	1.7192	1.07308	0.796446	0.00590734	0.0057713	0.00612507
Stat1	18.9758	22.6161	12.6228	8.42067	10.3965	12.6837	10.9959	24.9042	55.1655	44.6473	12.1165	41.0535	20.0596	23.7447	5.2848	6.32219	5.94715
Gls	39.8175	38.0093	49.9342	37.9721	55.6817	51.2738	47.0112	45.4621	47.7409	47.7357	54.6018	50.4341	51.2991	48.4368	33.5772	39.0719	37.6182
Nab1	21.6095	17.238	25.5308	25.7179	18.8287	23.3192	20.8507	20.3948	25.0829	21.4457	19.8758	18.9797	21.5634	21.1029	22.8089	26.8842	25.6779
Tmem194b	3.54749	4.22396	3.2338	3.03715	4.38657	4.3006	2.71233	3.24361	3.36735	3.49449	2.58021	3.42627	2.78296	2.92285	3.08859	2.92239	2.94434
Mfsd6	11.6181	13.4574	13.124	6.84843	11.9558	16.9748	10.6861	10.7867	11.0068	10.4058	9.59357	10.1135	9.54134	10.9626	12.7043	13.571	13.5099
Inpp1	4.89737	4.71556	5.04653	5.30178	5.78176	4.55977	4.7478	7.24016	7.10985	7.63755	5.22633	7.13322	5.90935	6.48732	7.27931	6.36375	6.52041
Hibch	10.7231	9.5338	14.05	11.0686	14.2941	9.75907	12.1869	14.1161	16.5436	13.8374	10.6453	13.996	13.5003	11.5613	10.5025	10.855	9.77279
1700019D03Rik	0.0955096	0.301792	0.125983	0.446061	0.734268	0.367482	0.146289	0.264601	0.254783	0.277158	0.061817	0.494921	0.0998025	0.306726	0.0250297	0.0	0.0
Mstn	0.0	0.0	0.0	0.0	0.0	0.0	0.046824	0.0687652	0.0576251	0.159171	0.0	0.0170037	0.0950879	0.0575524	0.0	0.0	0.0
1700019A02Rik	0.0	0.0	0.0	0.0	0.0	0.0537066	0.0	0.097137	0.0469271	0.0453815	0.0	0.0	0.0	0.0	0.0	0.0354447	0.0
Pms1	2.39878	2.11333	3.46252	1.58125	3.36679	2.26334	3.24068	3.07695	3.72602	2.95292	3.14069	3.6164	3.10953	2.85207	2.93106	4.02982	3.66492
Ormdl1	18.5688	16.4156	23.8632	10.7598	20.9443	20.3409	20.3964	22.5751	22.471	17.3296	22.7202	26.4072	21.508	19.6005	15.2707	19.4328	18.4831
Osgepl1	3.81287	3.27164	4.75761	2.25897	5.0205	3.3196	3.79334	4.38887	5.7926	3.88505	3.60399	4.67754	3.75531	3.18671	7.01061	6.94002	6.30889
Asnsd1	37.573	32.1239	46.1299	29.8264	37.3219	31.2006	46.9864	47.9354	56.6883	39.0079	48.6992	49.6151	49.5757	38.0567	34.0141	36.0401	33.9261
Dnahc7a	0.0224737	0.0669158	0.0722861	0.0141982	0.059117	0.044874	0.067709	0.0791692	0.050956	0.068622	0.04248	0.070906	0.0574394	0.0636339	0.0192059	0.0219027	0.0189582
Stk17b	48.0111	29.9026	32.1524	75.3162	26.8369	37.6205	32.814	32.7996	35.808	28.942	38.7422	34.9679	30.8102	26.0253	11.6453	13.9703	13.5564
Hecw2	1.40112	1.43448	0.619784	2.44336	0.867681	1.20051	0.430057	0.666888	0.52461	0.689435	0.533157	0.335216	0.602984	0.544648	0.0392096	0.0923702	0.118795
Ccdc150	0.0288019	0.00604028	0.0380223	0.0134391	0.0317456	0.0331959	0.0451197	0.0414803	0.0453747	0.0548321	0.0827959	0.0409895	0.0893885	0.0297335	0.0730471	0.0892176	0.0662613
Gtf3c3	9.60497	7.7323	10.6847	6.23647	11.2443	8.46331	10.8066	10.4043	11.4853	9.71557	10.4238	11.2656	10.1035	10.2718	13.1497	13.5622	12.7658
Pgap1	11.9019	22.2536	41.5155	4.81407	36.1548	22.9019	67.8622	53.8123	64.4346	57.7893	65.5034	61.9822	56.7049	54.1816	25.1781	19.4299	17.1475
Ankrd44	8.48588	6.83282	5.72972	7.59535	5.17935	8.11434	5.04637	5.48915	4.89612	5.46319	6.01616	4.5539	4.61397	5.17967	1.38499	2.04112	2.07158
Sf3b1	79.8286	83.4818	89.4862	65.1639	95.2671	87.4376	81.8784	77.8348	89.5258	75.4156	76.0482	79.9509	77.5716	69.9502	103.826	113.089	106.234
Coq10b	37.0267	26.9103	29.3525	25.0828	27.7724	37.4229	25.4826	17.0999	20.3673	16.503	29.805	18.1149	26.4878	19.9155	13.6085	25.0643	24.2452
Hspd1	44.7884	50.3902	93.2964	62.3968	98.6	82.4702	75.0185	71.8648	92.3973	83.3121	82.423	73.5453	95.1247	90.4945	63.9309	99.2603	100.433
Hspe1	40.5608	35.6602	61.2919	54.4727	59.3667	57.1252	48.5188	55.8561	69.0151	50.5067	59.0707	56.9705	63.4041	54.2279	32.8544	42.8436	40.8593
Mob4	29.9176	26.7608	36.6443	27.9521	34.021	33.8915	29.8066	28.8859	31.1325	28.771	34.6246	33.9186	31.8719	28.44	24.4439	28.5936	26.6706
Rftn2	4.84061	2.69467	5.60392	8.8813	1.86402	3.11331	1.55841	1.52473	1.97735	1.3256	1.76965	0.929615	1.78067	1.31118	0.194179	0.300789	0.299506
Mars2	3.47094	4.53277	6.41862	2.5792	5.6305	5.54247	3.29346	3.36632	2.60625	3.38895	4.11516	3.77741	3.99363	4.02221	2.93294	3.51138	3.6887
Boll	0.0	0.102929	0.0322739	0.0285532	0.0268924	0.0881988	0.0	0.0	0.0243601	0.0	0.0	0.0	0.0254881	0.0	0.0	0.0188073	0.0
Plcl1	4.78973	2.67339	1.90876	2.80677	2.00977	2.87884	1.43814	1.22982	1.20547	1.21832	2.1147	0.628717	1.50782	1.3177	0.759297	0.998709	0.978319
9130227L01Rik	0.0483788	0.0126961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hsfy2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Satb2	0.568898	0.364683	0.437662	0.673125	0.509873	0.490534	0.374908	0.631138	0.632046	0.560424	0.33699	0.652393	0.70663	0.654148	2.11277	2.33738	2.1933
9130024F11Rik	0.118098	0.0869619	0.171408	0.226901	0.156061	0.120973	0.0947022	0.233816	0.260786	0.192448	0.114877	0.251294	0.158649	0.126657	0.56006	0.584463	0.674455
BC055402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930558J18Rik	0.156139	0.140466	0.309135	0.351333	0.282522	0.167157	0.301125	0.287408	0.297464	0.362143	0.610794	0.330087	0.323727	0.32742	0.458873	1.20666	1.19905
1700066M21Rik	5.15006	3.85954	4.80864	5.16609	4.40496	4.92279	3.64379	4.16031	4.69719	4.01301	4.98143	4.36165	5.20114	4.14909	2.60467	3.33384	3.34395
1110034B05Rik	9.73066	7.36706	13.2728	11.5113	12.9243	7.9014	14.565	15.6191	18.8544	13.1456	13.9539	17.9448	15.1645	11.2416	9.22488	11.0556	10.3443
9430016H08Rik	11.896	10.1807	17.6229	14.2858	14.1551	12.0104	15.6039	19.8887	17.9242	18.8216	14.4736	18.7639	15.2985	16.4664	15.2979	16.7513	16.0958
Spats2l	7.76669	4.82033	5.24767	5.32042	1.53261	4.3934	5.74098	5.58714	11.1869	6.96045	4.83772	6.1957	6.05992	4.53959	6.12185	5.51292	5.00499
Kctd18	5.32305	5.33573	6.56034	5.6871	5.69666	5.77198	4.37261	5.04179	5.15425	4.77902	4.3115	4.47182	5.25676	4.14005	5.25553	6.23429	6.03528
Sgol2	2.99274	2.31153	7.67506	5.68412	6.04809	3.5378	6.40879	5.67299	5.9751	6.03735	9.14294	5.97741	7.32087	6.76456	5.19153	11.1829	12.5371
Aox1	3.76927	3.76942	10.1698	3.36622	4.18602	1.94855	3.47307	3.85076	6.04069	4.26115	4.82972	4.2386	5.67418	4.42383	5.50184	4.14863	4.5114
Aox3	1.70459	0.812358	0.798508	0.303212	0.716347	0.839215	0.312998	0.503802	0.0787153	0.299651	0.33517	0.11173	0.186115	0.223505	0.0158511	0.015489	0.0164315
Aox4	0.0697722	0.00914312	0.0172711	0.00508662	0.038459	0.0	0.0292365	0.0493195	0.0729318	0.0165895	0.00835133	0.00442832	0.00450888	0.00374793	1.26896	1.26368	1.18632
Aox3l1	0.00454662	0.00953311	0.0300118	0.0106069	0.0100243	0.0104798	0.00508137	0.0187	0.0134204	0.00432464	0.0	0.0138531	0.00940277	0.00781632	0.0252338	0.0387484	0.0373665
Bzw1	101.333	101.175	147.608	103.728	136.521	108.588	126.758	120.931	140.684	113.814	142.59	129.517	138.467	119.432	81.6653	110.317	108.706
Clk1	98.4215	90.4084	95.2694	43.9562	99.7999	104.382	53.2662	50.2916	90.5417	54.7662	68.5638	90.177	85.1987	42.8863	84.4314	97.3833	88.0056
Ppil3	30.3265	22.9483	32.171	22.4713	29.8352	27.296	27.4022	27.7884	33.6092	25.4037	27.3116	31.7323	27.9346	25.3824	25.7178	26.6773	26.1136
Nif3l1	15.5707	16.5689	20.7047	13.9759	19.1242	17.6347	19.2021	18.9198	19.9466	19.0805	18.0267	16.9935	19.4506	18.0586	15.9384	17.7165	19.1677
Orc2	15.5148	14.2185	22.2348	18.769	16.9465	17.3584	17.3	16.4123	16.5	17.5522	18.689	18.8627	18.851	17.8008	8.82003	15.3641	16.0572
Fam126b	4.33342	5.33548	5.06228	3.07214	4.76675	6.16465	3.64669	3.81588	3.79598	3.73338	4.21755	4.56783	4.03519	4.12344	3.85414	4.1221	3.87184
Ndufb3	86.4539	68.3905	92.6868	69.3345	74.5702	65.4069	82.7517	87.4993	109.767	75.6622	86.7825	92.3282	94.7844	76.5939	76.8156	81.3083	78.2147
Gm20257	2.28729	3.27745	2.31459	1.46917	2.21062	1.59018	2.17475	3.22986	3.40937	2.32188	2.08235	3.07461	2.32866	1.68458	1.21494	1.69297	1.28455
Als2cr12	0.194326	0.251185	0.295918	0.139542	0.329103	0.190045	0.23633	0.277751	0.118403	0.100164	0.273402	0.10709	0.186225	0.224666	0.0708815	0.346151	0.404505
Cflar	27.5022	24.8322	23.0086	17.3956	22.5674	35.7798	18.1366	15.9091	17.3036	17.3891	21.8402	16.9643	19.3924	20.0012	20.0217	25.8742	25.5849
Casp8	48.7185	42.3053	39.6113	31.8264	41.6198	53.0153	33.041	29.7948	31.3333	28.4573	35.7794	25.8421	29.4395	30.653	28.968	34.3787	34.5837
Trak2	17.1873	13.7269	15.3485	14.979	12.7938	18.7364	10.7355	9.70761	9.26078	10.8638	12.9459	10.1926	12.8148	12.6813	12.4656	15.2073	15.9129
Stradb	7.29937	6.71597	6.24271	4.93631	7.31975	6.80026	5.73044	7.0404	6.3655	5.75306	7.00219	6.81436	8.29192	7.17342	6.4896	5.96128	5.46283
Als2cr11	0.0	0.0112313	0.0	0.0	0.0117876	0.037014	0.0120341	0.0110296	0.0317065	0.0510888	0.0102801	0.0109184	0.0	0.0	0.0	0.0165436	0.00878371
Als2cr4	10.4009	8.59863	15.5849	13.5965	17.8405	8.43842	16.3045	16.3045	20.5809	16.7563	18.9598	18.4858	19.7065	17.5141	20.2971	21.382	22.3638
Mpp4	0.13492	0.219164	0.101909	0.180059	0.0744687	0.222638	0.195249	0.169099	0.238409	0.207562	0.194747	0.182223	0.190083	0.0997819	0.0788955	0.182746	0.174169
Als2	6.33248	7.542	7.2999	5.54681	7.22479	7.63697	6.25143	6.0359	5.42799	6.60545	7.17585	6.73772	7.08287	7.65134	9.22774	11.4819	11.7337
Cdk15	0.337821	0.0506943	0.0212298	0.713341	0.0354115	0.0371037	0.0545617	0.116292	0.047816	0.0770495	0.0309889	0.0	0.0167081	0.0278746	0.0	0.0	0.0
Fzd7	8.07595	5.9867	9.05263	5.79222	11.6399	7.73618	5.29726	5.2497	3.7575	5.23407	7.02046	4.96062	5.98883	7.23663	15.0468	13.8852	13.8756
Gm973	0.0122354	0.019246	0.0242282	0.0214093	0.0	0.00705115	0.0	0.0188825	0.0542246	0.0058246	0.0	0.0	0.0126595	0.0157928	0.00969619	0.00473693	0.0301569
Sumo1	82.8893	70.8014	94.4077	89.5681	94.6825	74.8127	95.4307	99.4246	123.294	82.2321	101.799	117.99	101.672	77.0212	74.0402	86.5676	78.3194
Nop58	49.8942	59.7729	96.683	67.2195	102.839	73.0626	102.494	93.2569	113.99	99.1373	104.852	111.684	107.226	91.1343	56.9462	100.762	100.748
Snord70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Snord11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bmpr2	29.2744	26.5203	25.8521	28.2968	25.7172	31.8839	18.9577	16.5399	13.9735	17.9394	17.9013	16.8645	17.1034	21.47	33.0438	31.994	30.7258
Fam117b	12.2335	15.6686	16.8312	14.7386	15.8635	14.5258	12.9658	14.0611	12.4506	14.0782	13.5357	13.8379	13.2563	14.869	29.1288	26.9163	24.6579
Ica1l	0.168583	0.593482	0.612011	0.442502	0.444606	0.229002	0.451501	0.495541	0.462476	0.464293	0.375051	0.434629	0.467195	0.48179	0.276745	0.391615	0.385839
