hsa	bta
hsa0000003031	bta0000029853
hsa0000003033	bta0000029855
hsa0000003035	bta0000029857
hsa0000003036	bta0000029858
hsa0000003037	bta0000029859
hsa0000003038	bta0000029860
hsa0000003040	bta0000029862
hsa0000003045	bta0000143490
hsa0000003047	bta0000143492
hsa0000003048	bta0000143494
hsa0000003049	bta0000143496
hsa0000003050	bta0000143497
hsa0000003052	bta0000143499
hsa0000003054	bta0000143501
hsa0000003057	bta0000143504
hsa0000003063	bta0000138677
hsa0000003064	bta0000138678
hsa0000003065	bta0000138680
hsa0000003066	bta0000138681
hsa0000003069	bta0000138684
hsa0000003070	bta0000138685
hsa0000003075	bta0000138690
hsa0000003078	bta0000138693
hsa0000003079	bta0000138694
hsa0000003080	bta0000138695
hsa0000003082	bta0000136789
hsa0000003083	bta0000136790
hsa0000003084	bta0000136791
hsa0000003084	bta0000136792
hsa0000003087	bta0000136795
hsa0000003097	bta0000214985
hsa0000003099	bta0000214987
hsa0000003100	bta0000214988
hsa0000003101	bta0000029865
hsa0000003102	bta0000029866
hsa0000003104	bta0000029868
hsa0000003105	bta0000029869
hsa0000003106	bta0000029870
hsa0000003107	bta0000029871
hsa0000003108	bta0000029872
hsa0000003136	bta0000033100
hsa0000003136	bta0000033099
hsa0000003138	bta0000033101
hsa0000003139	bta0000033102
hsa0000003140	bta0000033102
hsa0000003178	bta0000137522
hsa0000003180	bta0000137524
hsa0000003181	bta0000137525
hsa0000003182	bta0000137526
hsa0000003184	bta0000214627
hsa0000003191	bta0000214631
hsa0000003193	bta0000214632
hsa0000003204	bta0000142502
hsa0000003205	bta0000142503
hsa0000003206	bta0000142504
hsa0000003207	bta0000142505
hsa0000003210	bta0000142508
hsa0000003211	bta0000142510
hsa0000003212	bta0000139810
hsa0000003213	bta0000139811
hsa0000003214	bta0000139812
hsa0000003217	bta0000139815
hsa0000003218	bta0000139816
hsa0000003219	bta0000139817
hsa0000003220	bta0000139818
hsa0000003222	bta0000139820
hsa0000003223	bta0000139821
hsa0000003226	bta0000143420
hsa0000003227	bta0000143421
hsa0000003230	bta0000143424
hsa0000003248	bta0000028818
hsa0000003254	bta0000028822
hsa0000003255	bta0000028823
hsa0000003258	bta0000028826
hsa0000003259	bta0000028827
hsa0000003262	bta0000028830
hsa0000003264	bta0000028832
hsa0000003265	bta0000028833
hsa0000003268	bta0000028835
hsa0000003269	bta0000028836
hsa0000003270	bta0000028837
hsa0000003275	bta0000028842
hsa0000003279	bta0000028846
hsa0000003288	bta0000215329
hsa0000003289	bta0000215332
hsa0000003292	bta0000215336
hsa0000003297	bta0000215341
hsa0000003298	bta0000215342
hsa0000003299	bta0000215343
hsa0000003301	bta0000215345
hsa0000003304	bta0000143410
hsa0000003304	bta0000143411
hsa0000003305	bta0000143412
hsa0000003307	bta0000143413
hsa0000003312	bta0000143418
hsa0000003314	bta0000214644
hsa0000003316	bta0000214645
hsa0000003317	bta0000214646
hsa0000003326	bta0000214650
hsa0000003327	bta0000214651
hsa0000003330	bta0000214652
hsa0000003333	bta0000214653
hsa0000003335	bta0000214740
hsa0000003337	bta0000141540
hsa0000003338	bta0000141541
hsa0000003341	bta0000141543
hsa0000003343	bta0000141545
hsa0000003345	bta0000141547
hsa0000003355	bta0000141557
hsa0000003359	bta0000136310
hsa0000003361	bta0000136311
hsa0000003362	bta0000136312
hsa0000003363	bta0000136313
hsa0000003364	bta0000136314
hsa0000003365	bta0000136315
hsa0000003366	bta0000136316
hsa0000003367	bta0000136317
hsa0000003369	bta0000136319
hsa0000003370	bta0000136320
hsa0000003371	bta0000136321
hsa0000003372	bta0000136322
hsa0000003382	bta0000138499
hsa0000003387	bta0000138504
hsa0000003389	bta0000138506
hsa0000003391	bta0000138508
hsa0000003392	bta0000138509
hsa0000003393	bta0000138510
hsa0000003394	bta0000138511
hsa0000003398	bta0000138757
hsa0000003399	bta0000138758
hsa0000003400	bta0000138759
hsa0000003401	bta0000138760
hsa0000003402	bta0000138761
hsa0000003404	bta0000138763
hsa0000003405	bta0000138764
hsa0000003406	bta0000138765
hsa0000003459	bta0000136914
hsa0000003460	bta0000136915
hsa0000003464	bta0000136918
hsa0000003465	bta0000136919
hsa0000003468	bta0000136921
hsa0000003469	bta0000136922
hsa0000003477	bta0000136891
hsa0000003478	bta0000136892
hsa0000003483	bta0000136897
hsa0000003492	bta0000136906
hsa0000003498	bta0000136910
hsa0000003505	bta0000023618
hsa0000003506	bta0000023619
hsa0000003509	bta0000023622
hsa0000003511	bta0000023624
hsa0000003515	bta0000023627
hsa0000003516	bta0000023628
hsa0000003519	bta0000023631
hsa0000003521	bta0000023633
hsa0000003525	bta0000023640
hsa0000003526	bta0000023641
hsa0000003527	bta0000023642
hsa0000003529	bta0000023644
hsa0000003530	bta0000023645
hsa0000003557	bta0000215356
hsa0000003559	bta0000141670
hsa0000003560	bta0000141671
hsa0000003562	bta0000141673
hsa0000003563	bta0000141674
hsa0000003564	bta0000141675
hsa0000003565	bta0000137216
hsa0000003567	bta0000137218
hsa0000003568	bta0000137218
hsa0000003571	bta0000137219
hsa0000003572	bta0000137220
hsa0000003574	bta0000137222
hsa0000003575	bta0000137223
hsa0000003578	bta0000215349
hsa0000003580	bta0000215350
hsa0000003582	bta0000215352
hsa0000003596	bta0000139550
hsa0000003597	bta0000139551
hsa0000003598	bta0000139552
hsa0000003601	bta0000139555
hsa0000003604	bta0000139557
hsa0000003605	bta0000139558
hsa0000003606	bta0000139559
hsa0000003609	bta0000139561
hsa0000003610	bta0000139562
hsa0000003611	bta0000139563
hsa0000003612	bta0000139565
hsa0000003620	bta0000215271
hsa0000003621	bta0000215272
hsa0000003622	bta0000215273
hsa0000003623	bta0000215274
hsa0000003624	bta0000215275
hsa0000003625	bta0000215276
hsa0000003626	bta0000215277
hsa0000003628	bta0000215279
hsa0000003629	bta0000215280
hsa0000003636	bta0000215288
hsa0000003637	bta0000215289
hsa0000003638	bta0000215290
hsa0000003639	bta0000215291
hsa0000003642	bta0000215294
hsa0000003643	bta0000215295
hsa0000003647	bta0000137520
hsa0000003650	bta0000137511
hsa0000003652	bta0000137513
hsa0000003652	bta0000137514
hsa0000003654	bta0000137517
hsa0000003656	bta0000080259
hsa0000003658	bta0000138157
hsa0000003660	bta0000138158
hsa0000003663	bta0000138161
hsa0000003665	bta0000138163
hsa0000003670	bta0000137414
hsa0000003671	bta0000137415
hsa0000003672	bta0000137416
hsa0000003673	bta0000137417
hsa0000003678	bta0000137422
hsa0000003679	bta0000137423
hsa0000003680	bta0000137424
hsa0000003681	bta0000137425
hsa0000003682	bta0000137426
hsa0000003683	bta0000137427
hsa0000003685	bta0000137429
hsa0000003688	bta0000137432
hsa0000003689	bta0000137432
hsa0000003690	bta0000137433
hsa0000003694	bta0000137437
hsa0000003696	bta0000137439
hsa0000003699	bta0000137442
hsa0000003700	bta0000137443
hsa0000003702	bta0000137445
hsa0000003705	bta0000137448
hsa0000003707	bta0000137450
hsa0000003708	bta0000137451
hsa0000003709	bta0000137452
hsa0000003710	bta0000137453
hsa0000003711	bta0000137454
hsa0000003714	bta0000137457
hsa0000003718	bta0000137461
hsa0000003719	bta0000137462
hsa0000003724	bta0000137467
hsa0000003725	bta0000137468
hsa0000003727	bta0000137470
hsa0000003728	bta0000137471
hsa0000003729	bta0000137472
hsa0000003731	bta0000137474
hsa0000003741	bta0000137484
hsa0000003746	bta0000143324
hsa0000003747	bta0000143325
hsa0000003750	bta0000143328
hsa0000003751	bta0000143329
hsa0000003752	bta0000143330
hsa0000003753	bta0000143331
hsa0000003754	bta0000143332
hsa0000003755	bta0000143333
hsa0000003756	bta0000143334
hsa0000003757	bta0000143335
hsa0000003759	bta0000143534
hsa0000003761	bta0000143535
hsa0000003762	bta0000143535
hsa0000003763	bta0000143536
hsa0000003765	bta0000143537
hsa0000003767	bta0000143538
hsa0000003768	bta0000143539
hsa0000003769	bta0000143540
hsa0000003770	bta0000143541
hsa0000003794	bta0000138570
hsa0000003795	bta0000138571
hsa0000003796	bta0000138572
hsa0000003797	bta0000138573
hsa0000003798	bta0000138574
hsa0000003799	bta0000138575
hsa0000003800	bta0000138576
hsa0000003801	bta0000138577
hsa0000003802	bta0000138578
hsa0000003803	bta0000138579
hsa0000003804	bta0000138580
hsa0000003805	bta0000138581
hsa0000003806	bta0000138582
hsa0000003807	bta0000138583
hsa0000003808	bta0000138585
hsa0000003812	bta0000030120
hsa0000003813	bta0000030121
hsa0000003814	bta0000139646
hsa0000003816	bta0000139648
hsa0000003817	bta0000139649
hsa0000003818	bta0000139650
hsa0000003820	bta0000139651
hsa0000003821	bta0000139652
hsa0000003822	bta0000139653
hsa0000003826	bta0000139656
hsa0000003827	bta0000139657
hsa0000003829	bta0000143655
hsa0000003833	bta0000143659
hsa0000003840	bta0000143662
hsa0000003845	bta0000143667
hsa0000003846	bta0000143668
hsa0000003847	bta0000143669
hsa0000003849	bta0000143674
hsa0000003850	bta0000143676
hsa0000003861	bta0000136619
hsa0000003866	bta0000029842
hsa0000003867	bta0000029843
hsa0000003869	bta0000029845
hsa0000003870	bta0000029846
hsa0000003872	bta0000029848
hsa0000003873	bta0000029849
hsa0000003875	bta0000029851
hsa0000003877	bta0000215002
hsa0000003878	bta0000215003
hsa0000003879	bta0000215004
hsa0000003880	bta0000215005
hsa0000003881	bta0000215006
hsa0000003882	bta0000215007
hsa0000003884	bta0000215009
hsa0000003885	bta0000215010
hsa0000003887	bta0000215012
hsa0000003888	bta0000215013
hsa0000003889	bta0000215014
hsa0000003893	bta0000215017
hsa0000003894	bta0000215019
hsa0000003898	bta0000215022
hsa0000003899	bta0000215022
hsa0000003901	bta0000215023
hsa0000003902	bta0000215024
hsa0000003914	bta0000030570
hsa0000003915	bta0000030573
hsa0000003917	bta0000030574
hsa0000003918	bta0000030575
hsa0000003919	bta0000030576
hsa0000003937	bta0000027208
hsa0000003940	bta0000029192
hsa0000003942	bta0000029194
hsa0000003943	bta0000029195
hsa0000003945	bta0000029196
hsa0000003946	bta0000029197
hsa0000003947	bta0000029198
hsa0000003948	bta0000029199
hsa0000003949	bta0000029200
hsa0000003950	bta0000029201
hsa0000003951	bta0000029202
hsa0000003954	bta0000143475
hsa0000003955	bta0000143476
hsa0000003956	bta0000143477
hsa0000003959	bta0000143479
hsa0000003962	bta0000143480
hsa0000003964	bta0000143481
hsa0000003968	bta0000143484
hsa0000003970	bta0000143486
hsa0000003971	bta0000137392
hsa0000003973	bta0000137396
hsa0000003974	bta0000137397
hsa0000003977	bta0000137401
hsa0000003978	bta0000137402
hsa0000003980	bta0000137403
hsa0000003981	bta0000137404
hsa0000003983	bta0000137406
hsa0000003986	bta0000137408
hsa0000003987	bta0000137409
hsa0000003989	bta0000137410
hsa0000003991	bta0000137412
hsa0000003994	bta0000036311
hsa0000003998	bta0000036312
hsa0000003999	bta0000036313
hsa0000004023	bta0000214992
hsa0000004026	bta0000214995
hsa0000004030	bta0000215000
hsa0000004031	bta0000139010
hsa0000004032	bta0000139011
hsa0000004033	bta0000139012
hsa0000004034	bta0000139013
hsa0000004038	bta0000139017
hsa0000004041	bta0000139020
hsa0000004042	bta0000139021
hsa0000004043	bta0000139022
hsa0000004044	bta0000139023
hsa0000004045	bta0000139024
hsa0000004046	bta0000139025
hsa0000004048	bta0000139027
hsa0000004052	bta0000139031
hsa0000004053	bta0000139032
hsa0000004056	bta0000139035
hsa0000004057	bta0000139036
hsa0000004060	bta0000139039
hsa0000004061	bta0000139040
hsa0000004062	bta0000139041
hsa0000004063	bta0000139042
hsa0000004068	bta0000139047
hsa0000004069	bta0000139048
hsa0000004071	bta0000139050
hsa0000004074	bta0000139053
hsa0000004075	bta0000139054
hsa0000004082	bta0000139061
hsa0000004085	bta0000139064
hsa0000004086	bta0000139065
hsa0000004088	bta0000139067
hsa0000004090	bta0000139069
hsa0000004091	bta0000139070
hsa0000004096	bta0000139075
hsa0000004100	bta0000139079
hsa0000004101	bta0000139080
hsa0000004102	bta0000139081
hsa0000004103	bta0000139082
hsa0000004106	bta0000139085
hsa0000004109	bta0000139088
hsa0000004110	bta0000139089
hsa0000004112	bta0000139091
hsa0000004114	bta0000139093
hsa0000004115	bta0000139094
hsa0000004117	bta0000139096
hsa0000004120	bta0000139099
hsa0000004122	bta0000139101
hsa0000004124	bta0000139103
hsa0000004125	bta0000139104
hsa0000004127	bta0000139106
hsa0000004129	bta0000139108
hsa0000004131	bta0000139110
hsa0000004133	bta0000139111
hsa0000004134	bta0000139112
hsa0000004135	bta0000139113
hsa0000004137	bta0000139115
hsa0000004139	bta0000139116
hsa0000004140	bta0000139823
hsa0000004143	bta0000139825
hsa0000004144	bta0000022790
hsa0000004145	bta0000022791
hsa0000004147	bta0000022787
hsa0000004148	bta0000022788
hsa0000004149	bta0000022789
hsa0000004155	bta0000022080
hsa0000004158	bta0000022083
hsa0000004163	bta0000137553
hsa0000004165	bta0000035672
hsa0000004166	bta0000035673
hsa0000004167	bta0000035674
hsa0000004168	bta0000035675
hsa0000004169	bta0000035676
hsa0000004170	bta0000035677
hsa0000004179	bta0000035645
hsa0000004181	bta0000035647
hsa0000004182	bta0000035648
hsa0000004183	bta0000035649
hsa0000004184	bta0000035650
hsa0000004185	bta0000035651
hsa0000004186	bta0000035652
hsa0000004187	bta0000035653
hsa0000004188	bta0000035654
hsa0000004189	bta0000035655
hsa0000004190	bta0000035656
hsa0000004191	bta0000035657
hsa0000004205	bta0000020325
hsa0000004206	bta0000020326
hsa0000004207	bta0000020327
hsa0000004211	bta0000020321
hsa0000004222	bta0000024293
hsa0000004223	bta0000024294
hsa0000004224	bta0000024295
hsa0000004226	bta0000024296
hsa0000004229	bta0000024297
hsa0000004230	bta0000024299
hsa0000004232	bta0000024253
hsa0000004235	bta0000024255
hsa0000004241	bta0000024259
hsa0000004243	bta0000024261
hsa0000004253	bta0000030386
hsa0000004254	bta0000030387
hsa0000004273	bta0000030371
hsa0000004274	bta0000030372
hsa0000004275	bta0000030373
hsa0000004281	bta0000030365
hsa0000004283	bta0000030368
hsa0000004311	bta0000033825
hsa0000004312	bta0000033827
hsa0000004316	bta0000033829
hsa0000004318	bta0000033831
hsa0000004320	bta0000033833
hsa0000004324	bta0000033837
hsa0000004325	bta0000033838
hsa0000004326	bta0000033839
hsa0000004327	bta0000033840
hsa0000004332	bta0000033844
hsa0000004333	bta0000033845
hsa0000004336	bta0000137334
hsa0000004337	bta0000137335
hsa0000004338	bta0000137336
hsa0000004339	bta0000137337
hsa0000004340	bta0000137338
hsa0000004341	bta0000137339
hsa0000004342	bta0000137340
hsa0000004344	bta0000137341
hsa0000004345	bta0000137342
hsa0000004346	bta0000137343
hsa0000004348	bta0000037014
hsa0000004349	bta0000037015
hsa0000004358	bta0000037022
hsa0000004359	bta0000037023
hsa0000004360	bta0000037024
hsa0000004361	bta0000037025
hsa0000004362	bta0000037026
hsa0000004363	bta0000036892
hsa0000004364	bta0000036893
hsa0000004372	bta0000036874
hsa0000004373	bta0000036874
hsa0000004377	bta0000036876
hsa0000004382	bta0000039271
hsa0000004384	bta0000039272
hsa0000004388	bta0000039276
hsa0000004388	bta0000039277
hsa0000004389	bta0000039276
hsa0000004389	bta0000039277
hsa0000004433	bta0000039136
hsa0000004434	bta0000039137
hsa0000004435	bta0000039138
hsa0000004437	bta0000039140
hsa0000004438	bta0000039141
hsa0000004440	bta0000039143
hsa0000004445	bta0000039127
hsa0000004446	bta0000039128
hsa0000004448	bta0000039129
hsa0000004449	bta0000039130
hsa0000004450	bta0000039131
hsa0000004451	bta0000039132
hsa0000004452	bta0000039133
hsa0000004454	bta0000039135
hsa0000004489	bta0000138554
hsa0000004490	bta0000138555
hsa0000004513	bta0000138399
hsa0000004524	bta0000140664
hsa0000004528	bta0000021369
hsa0000004531	bta0000021371
hsa0000004534	bta0000021373
hsa0000004547	bta0000214600
hsa0000004548	bta0000214601
hsa0000004554	bta0000214622
hsa0000004556	bta0000214624
hsa0000004557	bta0000214624
hsa0000004558	bta0000214625
hsa0000004579	bta0000032637
hsa0000004581	bta0000032639
hsa0000004582	bta0000032640
hsa0000004584	bta0000032642
hsa0000004586	bta0000032622
hsa0000004587	bta0000032626
hsa0000004589	bta0000032628
hsa0000004590	bta0000032629
hsa0000004591	bta0000032630
hsa0000004593	bta0000032632
hsa0000004594	bta0000032633
hsa0000004595	bta0000032635
hsa0000004595	bta0000032634
hsa0000004620	bta0000082292
hsa0000004623	bta0000214318
hsa0000004623	bta0000214317
hsa0000004624	bta0000030843
hsa0000004625	bta0000030844
hsa0000004626	bta0000030845
hsa0000004627	bta0000030846
hsa0000004628	bta0000030847
hsa0000004629	bta0000030848
hsa0000004630	bta0000030849
hsa0000004631	bta0000030850
hsa0000004632	bta0000030851
hsa0000004634	bta0000030853
hsa0000004640	bta0000030821
hsa0000004656	bta0000030796
hsa0000004659	bta0000030798
hsa0000004660	bta0000030799
hsa0000004661	bta0000030800
hsa0000004662	bta0000030802
hsa0000004663	bta0000030803
hsa0000004686	bta0000031304
hsa0000004687	bta0000031305
hsa0000004688	bta0000031307
hsa0000004697	bta0000039064
hsa0000004700	bta0000039066
hsa0000004710	bta0000039070
hsa0000004712	bta0000039071
hsa0000004718	bta0000039000
hsa0000004719	bta0000039001
hsa0000004720	bta0000039002
hsa0000004749	bta0000038656
hsa0000004750	bta0000038657
hsa0000004752	bta0000038659
hsa0000004753	bta0000038660
hsa0000004754	bta0000038661
hsa0000004755	bta0000038662
hsa0000004756	bta0000038663
hsa0000004759	bta0000038666
hsa0000004760	bta0000038647
hsa0000004761	bta0000038648
hsa0000004762	bta0000038649
hsa0000004764	bta0000038651
hsa0000004779	bta0000039444
hsa0000004780	bta0000039445
hsa0000004781	bta0000039446
hsa0000004782	bta0000039447
hsa0000004783	bta0000039448
hsa0000004784	bta0000039449
hsa0000004785	bta0000039450
hsa0000004786	bta0000039451
hsa0000004787	bta0000039452
hsa0000004788	bta0000039453
hsa0000004789	bta0000039454
hsa0000004790	bta0000039455
hsa0000004791	bta0000039456
hsa0000004793	bta0000039458
hsa0000004796	bta0000039462
hsa0000004796	bta0000039461
hsa0000004798	bta0000039464
hsa0000004799	bta0000039465
hsa0000004801	bta0000038465
hsa0000004802	bta0000038466
hsa0000004809	bta0000038446
hsa0000004810	bta0000038447
hsa0000004813	bta0000038448
hsa0000004814	bta0000038449
hsa0000004817	bta0000038450
hsa0000004818	bta0000038450
hsa0000004819	bta0000038450
hsa0000004821	bta0000038451
hsa0000004822	bta0000038451
hsa0000004825	bta0000038452
hsa0000004826	bta0000038452
hsa0000004828	bta0000038454
hsa0000004829	bta0000038455
hsa0000004830	bta0000038456
hsa0000004833	bta0000037965
hsa0000004834	bta0000037965
hsa0000004837	bta0000037966
hsa0000004839	bta0000037967
hsa0000004841	bta0000037971
hsa0000004842	bta0000037972
hsa0000004843	bta0000037973
hsa0000004844	bta0000037974
hsa0000004847	bta0000038645
hsa0000004848	bta0000038646
hsa0000004877	bta0000034661
hsa0000004879	bta0000029895
hsa0000004884	bta0000033785
hsa0000004885	bta0000033786
hsa0000004886	bta0000033787
hsa0000004887	bta0000033788
hsa0000004889	bta0000033790
hsa0000004890	bta0000033791
hsa0000004891	bta0000033792
hsa0000004892	bta0000033793
hsa0000004893	bta0000143544
hsa0000004894	bta0000143545
hsa0000004896	bta0000143547
hsa0000004899	bta0000032502
hsa0000004900	bta0000032503
hsa0000004904	bta0000032506
hsa0000004905	bta0000032506
hsa0000004908	bta0000032507
hsa0000004911	bta0000032509
hsa0000004913	bta0000032510
hsa0000004914	bta0000032511
hsa0000004915	bta0000032512
hsa0000004917	bta0000032512
hsa0000004922	bta0000214704
hsa0000004924	bta0000138406
hsa0000004927	bta0000142412
hsa0000004928	bta0000142412
hsa0000004928	bta0000142413
hsa0000004929	bta0000142414
hsa0000004930	bta0000142415
hsa0000004931	bta0000142416
hsa0000004934	bta0000142419
hsa0000004935	bta0000142420
hsa0000004936	bta0000142421
hsa0000004938	bta0000142423
hsa0000004939	bta0000142424
hsa0000004942	bta0000142427
hsa0000004943	bta0000142428
hsa0000004946	bta0000142431
