mouse_exon1	mouse_exon2	human_exon1	human_exon2	human_coord1	human_coord2	identity1	identity2	avg_identity
chr12:100082958:100083054:1	chr11:106153230:106153406:1	ENSE00000659647	ENSE00003606068	chr14:90265070:90265166:1	chr17:63831327:63831425:1	0.87	0.53	0.7
chr12:100082958:100083054:1	chr16:20481372:20481490:1	ENSE00000659647	ENSE00001179852	chr14:90265070:90265166:1	chr3:184308449:184308567:1	0.87	0.88	0.875
chr3:69000143:69000229:-1	chr4:136320276:136320441:-1	ENSE00000968155	ENSE00000388542	chr3:160527953:160528039:-1	chr1:23030469:23030634:1	0.92	0.93	0.925
chr11:97060728:97060858:-1	chr2:167380591:167381118:1	ENSE00003658165	ENSE00000845600	chr17:47670702:47670832:1	chr20:49983824:49984351:1	0.86	0.85	0.855
chr13:14798183:14798256:1	chr11:30785336:30785467:1	ENSE00003587986	ENSE00003621579	chr7:42921858:42921931:-1	chr2:53904025:53904156:-1	0.95	0.88	0.915
chr13:14798183:14798256:1	chr11:30769928:30770143:1	ENSE00003587986	ENSE00003599624	chr7:42921858:42921931:-1	chr2:53920889:53921104:-1	0.95	0.88	0.915
chr13:14798183:14798256:1	chr11:30784274:30784369:1	ENSE00003587986	ENSE00003472184	chr7:42921858:42921931:-1	chr2:53906598:53906693:-1	0.95	0.92	0.935
chr19:5435491:5435546:-1	chr9:20556702:20556789:1	ENSE00003587487	ENSE00003481251	chr11:65964515:65964570:1	chr19:9828592:9828675:1	0.86	0.78	0.8200000000000001
chr1:85999336:85999409:1	chr11:98578504:98578640:1	ENSE00001236794	ENSE00003574285	chr2:231062248:231062321:1	chr17:39988683:39988819:1	0.92	0.94	0.9299999999999999
chr1:85999336:85999409:1	chr11:98581289:98581479:1	ENSE00001236794	ENSE00003496673	chr2:231062248:231062321:1	chr17:39989739:39989929:1	0.92	0.91	0.915
chr10:79874273:79874447:-1	chr14:70678744:70678895:-1	ENSE00003577440	ENSE00003509499	chr19:1093904:1094078:-1	chr8:22247857:22248008:1	0.87	0.83	0.85
chr3:69002853:69002948:-1	chr4:136320276:136320441:-1	ENSE00001002719	ENSE00000388542	chr3:160531462:160531557:-1	chr1:23030469:23030634:1	0.97	0.93	0.95
chr3:69001986:69002071:-1	chr4:136320276:136320441:-1	ENSE00002274578	ENSE00000388542	chr3:160530855:160530940:-1	chr1:23030469:23030634:1	0.95	0.93	0.94
chr7:105392433:105392547:-1	chr3:51434266:51434423:-1	ENSE00003597083	ENSE00003674982	chr11:6611189:6611303:-1	chr4:139517885:139518042:-1	0.97	0.89	0.9299999999999999
chr15:73082591:73082746:-1	chr6:124843567:124843634:-1	ENSE00003497298	ENSE00003477403	chr8:140668269:140668424:-1	chr12:6818847:6818914:1	0.9	0.9	0.9
chr8:13422936:13423102:1	chr14:73440265:73440295:-1	ENSE00003753122	ENSE00001003962	chr13:113636534:113636700:1	chr13:48473360:48473390:1	0.87	0.9	0.885
chr8:13422466:13422617:1	chr14:73440265:73440295:-1	ENSE00003749936	ENSE00001003962	chr13:113635977:113636128:1	chr13:48473360:48473390:1	0.89	0.9	0.895
	chr14:73440265:73440295:-1	ENSE00003718448	ENSE00001003962	chr13:113634534:113634602:1	chr13:48473360:48473390:1	0.0	0.9	0.45
chr11:6368226:6368314:1	chr3:136581850:136581961:1	ENSE00003540397	ENSE00003589120	chr7:44799392:44799480:1	chr4:101099611:101099722:-1	0.92	0.94	0.9299999999999999
chr10:82590799:82590929:-1	chr17:48698904:48699077:-1	ENSE00003563343	ENSE00000849864	chr12:104126114:104126244:-1	chr6:41092912:41093085:1	0.96	0.89	0.925
chr10:82588241:82588438:-1	chr17:48698904:48699077:-1	ENSE00003630417	ENSE00000849864	chr12:104123226:104123423:-1	chr6:41092912:41093085:1	0.86	0.89	0.875
chr3:137630873:137630931:1	chr3:107189225:107189342:1	ENSE00003510525	ENSE00003580514	chr4:99887296:99887354:-1	chr1:110403919:110404036:-1	0.92	0.9	0.91
chr6:145177821:145177980:-1	chr17:80740926:80741581:-1	ENSE00001644818	ENSE00000748078	chr12:25225614:25225773:-1	chr2:39022570:39023225:-1	0.91	0.89	0.9
chr6:145177821:145177980:-1	chr17:80721028:80721145:-1	ENSE00001644818	ENSE00003629205	chr12:25225614:25225773:-1	chr2:39006412:39006529:-1	0.91	0.96	0.935
chr2:127067003:127067113:1	chr8:111548100:111548222:-1	ENSE00000963287	ENSE00001201865	chr2:96291392:96291502:-1	chr16:70560469:70560591:1	0.89	0.89	0.89
chr2:127066501:127066650:1	chr8:111548100:111548222:-1	ENSE00000963286	ENSE00001201865	chr2:96291751:96291900:-1	chr16:70560469:70560591:1	0.85	0.89	0.87
chr2:127066501:127066650:1	chr8:111550007:111550150:-1	ENSE00000963286	ENSE00003524970	chr2:96291751:96291900:-1	chr16:70556886:70557029:1	0.85	0.9	0.875
chr18:35933163:35933268:1	chr9:44074636:44074839:-1	ENSE00003551948	ENSE00001128273	chr5:139614861:139614966:1	chr11:119278510:119278713:1	0.98	0.92	0.95
chr10:62294703:62294845:-1	chr8:86010622:86010835:-1	ENSE00003489679	ENSE00003482608	chr10:69168489:69168631:1	chr16:46678943:46679156:-1	0.85	0.96	0.905
chr10:62294703:62294845:-1	chr8:86016335:86016431:-1	ENSE00003489679	ENSE00003466377	chr10:69168489:69168631:1	chr16:46682079:46682175:-1	0.85	0.9	0.875
chr10:62294703:62294845:-1	chr8:86012970:86013152:-1	ENSE00003489679	ENSE00003462295	chr10:69168489:69168631:1	chr16:46680671:46680853:-1	0.85	0.93	0.89
chr8:86014325:86014448:-1	chr10:62294703:62294845:-1	ENSE00003651100	ENSE00003489679	chr16:46681377:46681500:-1	chr10:69168489:69168631:1	0.93	0.85	0.89
chr10:62300411:62300517:-1	chr8:86016335:86016431:-1	ENSE00003690460	ENSE00003466377	chr10:69162406:69162512:1	chr16:46682079:46682175:-1	0.96	0.9	0.9299999999999999
chr10:62300411:62300517:-1	chr8:86012970:86013152:-1	ENSE00003690460	ENSE00003462295	chr10:69162406:69162512:1	chr16:46680671:46680853:-1	0.96	0.93	0.9450000000000001
chr10:62300411:62300517:-1	chr8:86014325:86014448:-1	ENSE00003690460	ENSE00003651100	chr10:69162406:69162512:1	chr16:46681377:46681500:-1	0.96	0.93	0.9450000000000001
chr10:62299470:62299538:-1	chr8:86010622:86010835:-1	ENSE00003570825	ENSE00003482608	chr10:69166042:69166110:1	chr16:46678943:46679156:-1	0.91	0.96	0.935
chr10:62299470:62299538:-1	chr8:86016335:86016431:-1	ENSE00003570825	ENSE00003466377	chr10:69166042:69166110:1	chr16:46682079:46682175:-1	0.91	0.9	0.905
chr10:62299470:62299538:-1	chr8:86012970:86013152:-1	ENSE00003570825	ENSE00003462295	chr10:69166042:69166110:1	chr16:46680671:46680853:-1	0.91	0.93	0.92
chr10:62299470:62299538:-1	chr8:86014325:86014448:-1	ENSE00003570825	ENSE00003651100	chr10:69166042:69166110:1	chr16:46681377:46681500:-1	0.91	0.93	0.92
chr8:96474887:96475027:-1	chr11:3171093:3171294:1	ENSE00003512089	ENSE00001604706	chr16:58551132:58551272:-1	chr22:31462932:31463133:-1	0.93	0.92	0.925
chr11:97058376:97058520:-1	chr2:167380591:167381118:1	ENSE00003637145	ENSE00000845600	chr17:47674638:47674782:1	chr20:49983824:49984351:1	0.96	0.85	0.905
chr11:97056873:97056955:-1	chr2:167380591:167381118:1	ENSE00000924991	ENSE00000845600	chr17:47676409:47676491:1	chr20:49983824:49984351:1	0.95	0.85	0.8999999999999999
chr11:97059974:97060121:-1	chr2:167380591:167381118:1	ENSE00003472002	ENSE00000845600	chr17:47673018:47673165:1	chr20:49983824:49984351:1	0.86	0.85	0.855
chr11:97059691:97059762:-1	chr2:167380591:167381118:1	ENSE00003786528	ENSE00000845600	chr17:47673490:47673561:1	chr20:49983824:49984351:1	0.92	0.85	0.885
chr11:97062348:97062539:-1	chr2:167380591:167381118:1	ENSE00001043047	ENSE00000845600	chr17:47669678:47669869:1	chr20:49983824:49984351:1	0.91	0.85	0.88
chr11:30787282:30787491:1	chr13:14798183:14798256:1	ENSE00003607832	ENSE00003587986	chr2:53901350:53901559:-1	chr7:42921858:42921931:-1	0.91	0.95	0.9299999999999999
chr9:14419147:14419265:1	chr16:16912747:16912907:-1	ENSE00001377352	ENSE00003530147	chr11:94966295:94966413:-1	chr22:21684753:21684913:1	0.92	0.83	0.875
chr5:146691180:146691409:-1	chr9:119731352:119731492:1	ENSE00001005466	ENSE00003560885	chr13:27095601:27095830:-1	chr3:39063050:39063190:1	0.88	0.91	0.895
chr5:146691180:146691409:-1		ENSE00001005466	ENSE00003540503	chr13:27095601:27095830:-1	chr3:39069643:39069744:1	0.88	0.0	0.44
chr5:146691180:146691409:-1	chr9:119738417:119738641:1	ENSE00001005466	ENSE00003599724	chr13:27095601:27095830:-1	chr3:39074726:39074950:1	0.88	0.9	0.89
chr6:83309436:83309529:1	chr2:163942330:163942516:1	ENSE00003480355	ENSE00000662332	chr2:74167014:74167107:-1	chr20:45001167:45001353:1	0.91	0.9	0.905
chr6:83311058:83311191:1	chr2:163942330:163942516:1	ENSE00003574525	ENSE00000662332	chr2:74165218:74165351:-1	chr20:45001167:45001353:1	0.94	0.9	0.9199999999999999
chr6:83315263:83315426:1	chr2:163942330:163942516:1	ENSE00002465743	ENSE00000662332	chr2:74159091:74159254:-1	chr20:45001167:45001353:1	0.95	0.9	0.925
chr11:30769004:30769071:1	chr13:14791322:14791454:1	ENSE00003502725	ENSE00003574535	chr2:53922517:53922584:-1	chr7:42926536:42926668:-1	0.88	0.89	0.885
chr11:97075753:97075935:-1	chr2:167380591:167381118:1	ENSE00003587966	ENSE00000845600	chr17:47652694:47652876:1	chr20:49983824:49984351:1	0.96	0.85	0.905
chr11:97068072:97068182:-1	chr2:167380591:167381118:1	ENSE00000924983	ENSE00000845600	chr17:47664159:47664269:1	chr20:49983824:49984351:1	0.95	0.85	0.8999999999999999
chr11:97071270:97071422:-1	chr2:167380591:167381118:1	ENSE00003684596	ENSE00000845600	chr17:47658508:47658660:1	chr20:49983824:49984351:1	0.93	0.85	0.89
chr11:97072451:97072651:-1	chr2:167380591:167381118:1	ENSE00003535900	ENSE00000845600	chr17:47656860:47657060:1	chr20:49983824:49984351:1	0.93	0.85	0.89
chr11:97063879:97064103:-1	chr2:167380591:167381118:1	ENSE00000924985	ENSE00000845600	chr17:47668186:47668410:1	chr20:49983824:49984351:1	0.9	0.85	0.875
chr11:97069096:97069185:-1	chr2:167380591:167381118:1	ENSE00000924982	ENSE00000845600	chr17:47663089:47663178:1	chr20:49983824:49984351:1	0.93	0.85	0.89
chr11:30765558:30765708:1	chr13:14790597:14790673:1	ENSE00000752841	ENSE00003636006	chr2:53925539:53925689:-1	chr7:42927383:42927459:-1	0.91	0.91	0.91
chr11:30765558:30765708:1	chr13:14798183:14798256:1	ENSE00000752841	ENSE00003587986	chr2:53925539:53925689:-1	chr7:42921858:42921931:-1	0.91	0.95	0.9299999999999999
chr11:30765558:30765708:1	chr13:14791322:14791454:1	ENSE00000752841	ENSE00003574535	chr2:53925539:53925689:-1	chr7:42926536:42926668:-1	0.91	0.89	0.9
chr4:148568767:148568879:1	chr15:6788969:6789138:1	ENSE00000743779	ENSE00003599211	chr1:11212796:11212908:-1	chr5:38981867:38982036:-1	0.83	0.94	0.885
chr4:148568767:148568879:1	chr15:6823926:6824049:1	ENSE00000743779	ENSE00003650674	chr1:11212796:11212908:-1	chr5:38944446:38944569:-1	0.83	0.85	0.84
chr4:148568767:148568879:1	chr15:6803290:6803455:1	ENSE00000743779	ENSE00003464519	chr1:11212796:11212908:-1	chr5:38962876:38963041:-1	0.83	0.9	0.865
chr4:148571233:148571379:1	chr15:6801613:6801713:1	ENSE00001435329	ENSE00003677035	chr1:11209312:11209458:-1	chr5:38964792:38964892:-1	0.88	0.87	0.875
chr4:148571233:148571379:1	chr15:6823926:6824049:1	ENSE00001435329	ENSE00003650674	chr1:11209312:11209458:-1	chr5:38944446:38944569:-1	0.88	0.85	0.865
chr4:148571233:148571379:1	chr15:6803290:6803455:1	ENSE00001435329	ENSE00003464519	chr1:11209312:11209458:-1	chr5:38962876:38963041:-1	0.88	0.9	0.89
chr4:148569083:148569245:1	chr15:6823926:6824049:1	ENSE00000743777	ENSE00003650674	chr1:11212312:11212474:-1	chr5:38944446:38944569:-1	0.9	0.85	0.875
chr4:148569083:148569245:1	chr15:6803290:6803455:1	ENSE00000743777	ENSE00003464519	chr1:11212312:11212474:-1	chr5:38962876:38963041:-1	0.9	0.9	0.9
chr19:38112477:38112583:-1	chr18:20799513:20799643:1	ENSE00003391253	ENSE00003556666	chr10:93600393:93600499:-1	chr18:31592896:31593026:1	0.91	0.8	0.855
chr19:38112477:38112583:-1	chr18:20803036:20803171:1	ENSE00003391253	ENSE00000796939	chr10:93600393:93600499:-1	chr18:31595120:31595255:1	0.91	0.8	0.855
chr19:38112744:38112880:-1	chr18:20799513:20799643:1	ENSE00000932979	ENSE00003556666	chr10:93600667:93600803:-1	chr18:31592896:31593026:1	0.86	0.8	0.8300000000000001
chr19:38112744:38112880:-1	chr18:20803036:20803171:1	ENSE00000932979	ENSE00000796939	chr10:93600667:93600803:-1	chr18:31595120:31595255:1	0.86	0.8	0.8300000000000001
chr11:105987817:105987938:1	chr11:6544148:6544286:1	ENSE00001257248	ENSE00003593170	chr17:63632681:63632802:1	chr7:45074270:45074408:1	0.86	0.91	0.885
chr11:105987817:105987938:1		ENSE00001257248	ENSE00003526601	chr17:63632681:63632802:1	chr7:45073460:45073571:1	0.86	0.0	0.43
chr11:106005010:106005109:1	chr11:6544148:6544286:1	ENSE00003631629	ENSE00003593170	chr17:63652557:63652656:1	chr7:45074270:45074408:1	0.9	0.91	0.905
chr11:106005010:106005109:1		ENSE00003631629	ENSE00003526601	chr17:63652557:63652656:1	chr7:45073460:45073571:1	0.9	0.0	0.45
chr15:6813413:6813642:1	chr2:34325145:34325234:1	ENSE00003527552	ENSE00003481464	chr5:38952196:38952425:-1	chr9:125669818:125669907:-1	0.88	0.98	0.9299999999999999
chr5:135237897:135238018:1	chr17:32443058:32443196:-1	ENSE00001160864	ENSE00003548258	chr7:73492800:73492921:-1	chr19:15267416:15267551:-1	0.96	0.92	0.94
chr5:135237897:135238018:1	chr17:32444550:32444687:-1	ENSE00001160864	ENSE00003494168	chr7:73492800:73492921:-1	chr19:15268905:15269042:-1	0.96	0.97	0.965
chr4:148629967:148630114:1	chr17:24697085:24697136:-1	ENSE00001167814	ENSE00003619428	chr1:11121979:11122126:-1	chr16:2206358:2206409:1	0.93	0.88	0.905
chr13:104941426:104941524:-1	chr2:127071806:127071960:1	ENSE00003572630	ENSE00003496981	chr5:64785481:64785579:1	chr2:96287006:96287160:-1	0.83	0.9	0.865
chr5:124711141:124711216:-1	chr5:31345258:31345438:-1	ENSE00003593306	ENSE00003558303	chr12:123624787:123624862:-1	chr2:27364718:27364898:-1	0.93	0.92	0.925
chr5:124711141:124711216:-1	chr5:31347220:31347352:-1	ENSE00003593306	ENSE00003558450	chr12:123624787:123624862:-1	chr2:27367074:27367201:-1	0.93	0.84	0.885
chr8:95398690:95398786:1	chr19:6187760:6187870:-1	ENSE00000685162	ENSE00003539756	chr16:57250411:57250507:1	chr11:65018364:65018474:1	0.87	0.89	0.88
chr8:95398690:95398786:1	chr19:6187508:6187670:-1	ENSE00000685162	ENSE00003528028	chr16:57250411:57250507:1	chr11:65018571:65018733:1	0.87	0.93	0.9
chr7:35318740:35318937:1	chr10:10426423:10426700:-1	ENSE00000821618	ENSE00000799046	chr19:32622422:32622619:-1	chr6:146549464:146549741:1	0.81	0.88	0.845
chr15:92143609:92143708:1	chr6:22973011:22973161:1	ENSE00000736011	ENSE00000919400	chr12:40933461:40933560:1	chr7:121983967:121984117:1	0.85	0.89	0.87
chr15:92143609:92143708:1	chr6:22972711:22972868:1	ENSE00000736011	ENSE00000919399	chr12:40933461:40933560:1	chr7:121983665:121983822:1	0.85	0.91	0.88
chr5:3862332:3862575:1	chr5:31354514:31354717:1	ENSE00003788179	ENSE00003690576	chr7:92235403:92235646:-1	chr2:27375506:27375709:1	0.93	0.88	0.905
chr5:3862332:3862575:1	chr5:31355207:31355284:1	ENSE00003788179	ENSE00003674210	chr7:92235403:92235646:-1	chr2:27376106:27376183:1	0.93	0.95	0.94
chr5:3862332:3862575:1	chr5:31354965:31355090:1	ENSE00003788179	ENSE00003527711	chr7:92235403:92235646:-1	chr2:27375846:27375971:1	0.93	0.9	0.915
chrX:47784197:47784312:1	chr9:46202993:46203131:1	ENSE00001167954	ENSE00000930680	chrX:130402255:130402370:1	chr11:116758269:116758407:-1	0.85	0.83	0.84
chr1:191800569:191800646:-1	chr4:136285809:136285882:-1	ENSE00003688517	ENSE00003334599	chr1:211295676:211295753:1	chr1:23072124:23072197:1	0.96	0.96	0.96
chr19:8770990:8771023:-1	chr18:31924893:31925073:1	ENSE00003630730	ENSE00003605601	chr11:62766243:62766276:1	chr2:127852925:127853105:-1	0.91	0.86	0.885
chr19:8771500:8771571:-1	chr18:31924893:31925073:1	ENSE00003621890	ENSE00003605601	chr11:62765653:62765724:1	chr2:127852925:127853105:-1	0.9	0.86	0.88
chr19:8774600:8774759:-1	chr18:31924893:31925073:1	ENSE00003557045	ENSE00003605601	chr11:62762867:62763026:1	chr2:127852925:127853105:-1	0.92	0.86	0.89
chr19:8771844:8771894:-1	chr18:31924893:31925073:1	ENSE00003502799	ENSE00003605601	chr11:62765182:62765232:1	chr2:127852925:127853105:-1	0.96	0.86	0.9099999999999999
chr5:138182101:138182187:-1	chr7:105392635:105392699:-1	ENSE00003471681	ENSE00003526507	chr7:100113868:100113954:-1	chr11:6611388:6611452:-1	0.91	0.95	0.9299999999999999
chr5:138181830:138181983:-1	chr7:105392433:105392547:-1	ENSE00000824907	ENSE00003597083	chr7:100113616:100113769:-1	chr11:6611189:6611303:-1	0.89	0.97	0.9299999999999999
chr12:111075006:111075083:1	chr4:136285809:136285882:-1	ENSE00000660509	ENSE00003334599	chr14:102721007:102721084:1	chr1:23072124:23072197:1	0.83	0.96	0.895
chr12:111075006:111075083:1	chr4:136286484:136286618:-1	ENSE00000660509	ENSE00000859709	chr14:102721007:102721084:1	chr1:23071225:23071359:1	0.83	0.89	0.86
chr12:111075006:111075083:1	chr4:136288329:136288471:-1	ENSE00000660509	ENSE00000759110	chr14:102721007:102721084:1	chr1:23068539:23068681:1	0.83	0.91	0.87
chr12:111075006:111075083:1	chr4:136287634:136287724:-1	ENSE00000660509	ENSE00000759108	chr14:102721007:102721084:1	chr1:23069061:23069151:1	0.83	0.93	0.88
chr18:35933005:35933082:1	chr19:7181755:7181816:-1	ENSE00003504948	ENSE00003477837	chr5:139614697:139614774:1	chr11:63988337:63988398:1	0.97	0.97	0.97
chr18:35933005:35933082:1	chr9:44074636:44074839:-1	ENSE00003504948	ENSE00001128273	chr5:139614697:139614774:1	chr11:119278510:119278713:1	0.97	0.92	0.9450000000000001
chr1:74633719:74633853:-1	chr18:35932894:35932925:1	ENSE00003662798	ENSE00003690818	chr2:218664739:218664873:-1	chr5:139614586:139614617:1	0.87	0.94	0.905
chr1:74633719:74633853:-1	chr18:35933163:35933268:1	ENSE00003662798	ENSE00003551948	chr2:218664739:218664873:-1	chr5:139614861:139614966:1	0.87	0.98	0.925
chr1:74633719:74633853:-1	chr18:35926518:35926581:1	ENSE00003662798	ENSE00003547850	chr2:218664739:218664873:-1	chr5:139600372:139600435:1	0.87	0.92	0.895
chr1:74633719:74633853:-1	chr18:35933005:35933082:1	ENSE00003662798	ENSE00003504948	chr2:218664739:218664873:-1	chr5:139614697:139614774:1	0.87	0.97	0.9199999999999999
chr1:74634790:74634927:-1	chr18:35932894:35932925:1	ENSE00003665191	ENSE00003690818	chr2:218665916:218666059:-1	chr5:139614586:139614617:1	0.85	0.94	0.895
chr1:74634790:74634927:-1	chr18:35933163:35933268:1	ENSE00003665191	ENSE00003551948	chr2:218665916:218666059:-1	chr5:139614861:139614966:1	0.85	0.98	0.915
chr1:74634790:74634927:-1	chr18:35926518:35926581:1	ENSE00003665191	ENSE00003547850	chr2:218665916:218666059:-1	chr5:139600372:139600435:1	0.85	0.92	0.885
chr1:74634790:74634927:-1	chr18:35933005:35933082:1	ENSE00003665191	ENSE00003504948	chr2:218665916:218666059:-1	chr5:139614697:139614774:1	0.85	0.97	0.9099999999999999
	chr1:6342925:6342995:1	ENSE00003722976	ENSE00003601459	chr10:13112453:13112635:1	chr8:52624717:52624787:-1	0.0	0.96	0.48
chr18:32012724:32012878:1	chr12:101964796:101964948:1	ENSE00001137797	ENSE00001098234	chr2:127725061:127725215:-1	chr14:92156479:92156631:1	0.86	0.9	0.88
chr18:32012724:32012878:1	chr12:101963514:101963714:1	ENSE00001137797	ENSE00001098231	chr2:127725061:127725215:-1	chr14:92155123:92155323:1	0.86	0.85	0.855
chr15:92143842:92144023:1	chr6:22973011:22973161:1	ENSE00000736014	ENSE00000919400	chr12:40933697:40933878:1	chr7:121983967:121984117:1	0.87	0.89	0.88
chr15:92143842:92144023:1	chr6:22972711:22972868:1	ENSE00000736014	ENSE00000919399	chr12:40933697:40933878:1	chr7:121983665:121983822:1	0.87	0.91	0.89
chr15:92143842:92144023:1	chr6:22965726:22965792:1	ENSE00000736014	ENSE00001288392	chr12:40933697:40933878:1	chr7:121976785:121976851:1	0.87	0.85	0.86
chr15:92140772:92140978:1	chr6:22973011:22973161:1	ENSE00000736006	ENSE00000919400	chr12:40929796:40930002:1	chr7:121983967:121984117:1	0.89	0.89	0.89
chr15:92140772:92140978:1	chr6:22972711:22972868:1	ENSE00000736006	ENSE00000919399	chr12:40929796:40930002:1	chr7:121983665:121983822:1	0.89	0.91	0.9
chr15:92140772:92140978:1	chr6:22965726:22965792:1	ENSE00000736006	ENSE00001288392	chr12:40929796:40930002:1	chr7:121976785:121976851:1	0.89	0.85	0.87
chr10:126900704:126900871:1	chr7:144491624:144491839:-1	ENSE00003497990	ENSE00003684720	chr12:57750923:57751090:-1	chr11:69643031:69643246:1	0.88	0.94	0.9099999999999999
chr10:126900704:126900871:1	chr7:144491031:144491190:-1	ENSE00003497990	ENSE00000737399	chr12:57750923:57751090:-1	chr11:69643832:69643991:1	0.88	0.91	0.895
chr10:126900454:126900589:1	chr7:144491624:144491839:-1	ENSE00003486099	ENSE00003684720	chr12:57751207:57751342:-1	chr11:69643031:69643246:1	0.85	0.94	0.895
chr10:126900454:126900589:1	chr7:144491031:144491190:-1	ENSE00003486099	ENSE00000737399	chr12:57751207:57751342:-1	chr11:69643832:69643991:1	0.85	0.91	0.88
chr10:126901024:126901133:1	chr7:144491624:144491839:-1	ENSE00003465926	ENSE00003684720	chr12:57750656:57750765:-1	chr11:69643031:69643246:1	0.92	0.94	0.9299999999999999
chr10:126901024:126901133:1	chr7:144491031:144491190:-1	ENSE00003465926	ENSE00000737399	chr12:57750656:57750765:-1	chr11:69643832:69643991:1	0.92	0.91	0.915
	chr9:59465317:59465418:1	ENSE00003680120	ENSE00003508810	chr5:74720643:74720747:1	chr15:72351133:72351234:-1	0.0	0.89	0.445
	chr9:59464571:59464681:1	ENSE00003680120	ENSE00003483570	chr5:74720643:74720747:1	chr15:72353068:72353178:-1	0.0	0.87	0.435
	chr9:59465317:59465418:1	ENSE00003602471	ENSE00003508810	chr5:74718797:74718971:1	chr15:72351133:72351234:-1	0.0	0.89	0.445
	chr9:59464571:59464681:1	ENSE00003602471	ENSE00003483570	chr5:74718797:74718971:1	chr15:72353068:72353178:-1	0.0	0.87	0.435
