human_uniprot	cattle_uniprot
Q8N3P4	E1BPY6
Q8IXJ9	A0A3Q1NAR0
P23458	F1N0D6
Q12766	F1N0X8
Q96L96	F1N5U0
Q9Y2K9	A0A3Q1LWF5
Q2V2M9	A0A3Q1M4X4
Q96PE1	F1MYY2
Q3T906	F1MPB1
Q5T5C0	E1BNK4
Q5JUK3	A0A3Q1LIX1
P32004	A0A3Q1NC56
Q14562	F1MEM4
Q8N139	F1MYG7
Q8TDY8	F1MGX7
Q9HBD1	E1BP22
P10070	F1MCY1
Q6P1X5	F1MME0
Q16531	A1A4K3
Q16531	A0A452DJ09
Q12770	F1MQ33
Q9BWH6	A0JN53
Q9HCK4	A0A3Q1MJK7
Q8NDG6	F1MNA1
P53355	F1MRL0
Q9HCH0	E1B808
Q6UVM3	A0A3Q1LLN8
O15357	E1BBJ7
Q9HD20	F1MYA8
Q9Y2G9	A0JND4
Q9H422	E1BC69
Q6ZN16	F1N3W6
O14917	E1BAU4
Q9HAV4	A0A3Q1MH63
Q9UHW9	F1N2X1
Q12768	F1MKJ5
Q9UKX5	F1N157
Q9Y2H6	A0A3Q1M2M6
P46531	F1MSM3
Q9ULL8	F1MD88
Q96T23	A0A3Q1LP30
P35580	Q27991
Q9NSC2	E1BIR3
Q9NTI2	F1N7C2
Q6IQ55	E1BJC2
Q70CQ4	A0A3Q1MH87
Q9P2J5	A0A3S5ZPT9
Q8TF17	E1BIV4
O95487	E1BPR4
Q9UHC1	E1BNK2
P42684	F1MWH8
Q9ULD4	E1B8Z0
Q9H7F0	A0A3Q1M5T0
O43933	E1BPU3
Q96AE7	E1BLC6
Q14692	E1BPP2
Q93009	F1N556
Q7Z406	F1MM57
Q01814	F1MN60
Q8TAB3	A0A3Q1LJ38
Q9H324	E1BMV7
Q96Q89	E1BAT8
O95382	E1BBJ8
O00533	F1MW33
Q9UPW5	A0A3Q1M962
Q9Y2F5	F1MS14
O43306	E1B9K3
Q7L2E3	F1N0J0
Q08211	Q28141
Q8TF62	F1MMX5
Q9NYA4	A0A3Q1LHW5
Q96C45	A0A3Q1LRS3
O60674	E1BCP6
O15090	A0A3Q1LXW6
Q92833	F1MH56
O15439	F1MUC1
Q9P2L0	A0A3Q1LWP8
P55011	F1MS08
Q66K14	A7MBG5
O75334	A0A3Q1M5L6
Q7Z392	F1MXL8
Q7Z392	A6QLC7
P54098	E1BDI3
Q9UMZ2	F1MI41
Q9UKX3	F1MZX6
Q15678	E1BEZ8
P48751	E1BKK3
Q9ULL1	F1MRP8
Q14865	A0A3Q1LUF0
Q9H9Y6	A6QLS0
Q86VH2	E1BNN5
Q9C0C9	F1N3I3
Q10571	F1MG71
O94979	E1BMP2
Q14207	F1MHZ3
O60500	F1MPI1
Q9NZB2	A6H7H1
Q9HCL0	F1MJ04
P54289	F1N7F9
Q9P283	F1MTB6
P42336	P32871
Q5VWQ8	A0A3Q1LQ88
P08183	A0A3Q1MB23
Q13255	F1MDE0
Q9H2X9	A0A3S5ZPL9
Q96KQ7	F1N413
Q9HAU5	A0A3Q1LRF2
O75161	E1BJB5
Q8WW38	E1BBZ5
Q6R2W3	A0A3Q1NLS2
Q9UBS9	F1MS76
P49641	E1BGJ4
Q92896	A0A3Q1LL67
Q6U841	Q32LP4
Q9Y2A7	A0A3Q1M7W5
Q9NQ66	P10894
Q9UQ26	E1B7V2
P00533	A0A3Q1MHB0
O75155	E1BNE2
Q96QU8	F1MI29
Q9BQS7	G3MXE7
Q6ZP82	A0A3Q1N677
Q7Z589	F1N4A6
Q86YV5	E1BCY7
Q8IZU2	A0A3Q1M5U7
Q5VV67	F1MM51
P21439	E1BLT5
Q9HBG6	F1MG59
O43295	F1MJI3
Q9HCE6	A0A3Q1M851
Q8WXS8	E1BFV4
Q68CZ1	E1BJB4
O95239	F1MCP5
Q6MZM0	F1N752
O00410	A0A3Q1LV36
Q9C0E2	A0A3S5ZP39
Q7Z5J8	E1BP58
P56199	F1MMN6
O75054	F1MJ00
Q9UHC9	E1BPS5
Q8NDI1	F1MQA8
Q9C0H9	A0A3Q1N0Q9
Q7Z5K2	E1BGC3
Q9NVI1	E1BDI4
Q14896	A0A3Q1M4Y0
O60518	F1N074
Q14683	O97593
Q15021	F1N3G4
Q5TEA3	E1BK28
Q14146	F1MJR1
Q8IWY9	F1N1F1
P53396	Q32PF2
O75578	E1BDD5
Q9H2P0	E1BCZ9
Q8IWU2	A0A3Q1LN09
A8K2U0	F1MB32
Q9BXL7	A0A3S5ZPB2
Q8TE57	F1N7N4
Q15147	F1MSD7
Q9UKK3	E1BD73
Q8IZS8	A0A3Q1MA75
Q9UKJ3	E1BC37
Q96NH3	F1N7V1
Q96RT7	G3X687
Q8TF40	A0A3Q1MS15
O60266	F1MPC9
Q92900	E1BEK9
Q13591	F1ML13
Q8TAQ2	A0A3Q1LWF7
Q7Z6B7	F1MFS4
Q9P1Z9	A0A3Q1MV57
Q6P4R8	F1MPR9
Q5TC82	A0A3Q1M2R1
O95835	E1BCH5
Q9P203	G3X8E7
Q8NFY4	E1BNY3
Q5TB80	F1MZ01
Q4VNC1	F1N272
Q7Z2W7	E1BPC8
Q6ZU65	G5E568
Q9P2G1	F1MDC0
Q8TCU5	E1BK87
Q9UQB3	A0A3Q1NJC6
Q6ZRQ5	A0A3Q1LTN5
P23634	D3K0R6
Q9HCJ5	A0A3Q1LWV0
O75145	E1BIA1
Q68CR1	A0A3Q1MHD8
Q6ZVL6	F1MD25
Q9H2X6	A0A3Q1MHM3
P48736	A0A3Q1M2L5
Q12791	Q28204
Q6ZVD8	E1BMD4
Q9UIA9	G3N1J2
Q00872	A6QP89
Q9P217	E1B736
Q9C0J8	E1BCT7
Q702N8	E1AXU0
Q9P260	A0A3Q1M766
Q12965	F1MQ65
Q2VWP7	A0A3Q1LT21
Q2NKQ1	A0A3Q1LYT9
Q9UPR0	E1BH60
Q8IV33	F1MS51
P55160	E1B876
Q9NXG0	A0A3Q1N6W7
O00160	F1MMC7
P16112	F1N368
Q99700	E1BE88
Q9Y6M7	G3MWI1
Q9NY47	F1MX37
O14980	E1BE98
O14727	A0A3Q1M7I8
Q15111	F1MLS3
P18206	F1N789
Q9Y3Q4	E1BIS4
Q9UQE7	A7Z065
Q96Q05	F1MTG7
Q9C0B2	E1BMY4
Q2Y0W8	F1MVR5
Q9UJF2	A0A3Q1M8V3
Q96PC5	A0A3Q1LM15
Q13045	F1N365
O94885	F1N4B0
Q13621	F1MS75
O43861	A1A4J6
O94966	F1MUD4
Q9UQP3	E1BB79
P42338	F1MYM3
Q86SQ0	A0A3Q1LNS5
Q16760	A0A3Q1NJA6
Q6ZRR7	A0A3Q1LM80
Q8IUL8	E1BKL4
O75044	A0A3Q1LMM5
P53621	A0A140T856
Q8IWB6	F1MJR8
O75182	E1BGW5
P28340	E1BNZ6
Q9P1Y5	E1BPZ9
Q9UP95	E1BCI8
Q4VNC0	A0A3Q1M0A4
Q8WUM0	F1MM55
P98196	A0A3Q1M288
Q86UU1	A0A3Q1LSH8
Q76L83	A0A3Q1LL22
Q14703	Q08E55
Q8N398	E1BD12
Q6ZN30	F1N447
Q8NB49	F1N3G6
O95759	F1N7K9
O14559	F1MS60
O43847	A0A3Q1LY70
Q9NNW5	A0A452DIX7
Q9NNW5	A7Z052
Q14957	F1MP46
P12882	Q9BE40
A4D2P6	E1BFV9
Q92878	G3X6W2
Q12986	A6QLA0
Q9Y2G3	F1MW32
P13535	A0A3Q1LVZ9
Q99569	F1MJ11
Q14980	F1N7I5
P12883	F1MM07
Q9H6R4	A5PJU0
Q6ZV29	G3X6Z1
Q8IZM8	A0A3Q1M0F8
Q5TIA1	E1BFW3
Q8N2S1	G3MZT8
P10745	P12661
Q4LE39	A0A3Q1MC43
O15040	A0A3Q1LPB7
P20594	P46197
Q08999	A0A3Q1M1Y7
P78524	F6QME3
Q86SQ4	A0A3Q1MTZ4
P17301	F1MBA3
Q86UV5	E1BF92
Q9Y6R1	Q9GL77
Q5T848	E1BBQ2
Q9Y3P9	F1N746
Q13751	F1MMK1
Q96Q04	F1MC27
P13533	F1N2G0
Q14139	A5PKG6
Q13308	F1MWK8
Q0IIM8	F1MSJ6
Q5SYE7	A0A3Q1N184
O75164	E1BPL5
Q92835	A0A3Q1LJT8
P22314	A3KMV5
Q8NEN9	E1BPC2
Q13683	E1BGA0
Q13423	P11024
Q15468	E1BIN1
P46013	E1BPD7
Q9Y2H2	F1MCQ6
Q4KMG0	E1BHG3
Q8N7Z5	A0A3Q1MCW3
Q7Z3V4	E1BCU1
Q86TI0	O97790
O94812	F1MNU6
Q8NHU2	E1BP40
Q06190	E1BIU6
Q96PQ0	A0A3Q1MCZ0
P04920	A0A3Q1M051
O95428	A0A3Q1LL32
P07996	A0A3Q1MQV3
Q02218	Q148N0
P51816	E1BP77
Q7Z2Z2	E1BH79
P16615	A0A3Q1M9U0
P35228	F1MYR5
Q9NVE5	A0A3Q1MCE2
Q13753	A0A3Q1NFZ7
P23229	A0A3Q1M8K4
O14976	F1MIB2
O15063	E1BGL2
Q96RY5	E1BN92
Q08462	F1MJV4
Q7Z443	A0A3Q1MZ82
Q13615	A0A3Q1LMW0
Q7Z494	E1BP93
O94983	E1BH04
O75717	E1B7F5
P35749	A6QLN6
P35590	A0A3Q1M0U5
Q02763	Q06807
O15534	F1MDK3
Q9UM47	E1BPT8
Q9UJ98	A0A3Q1MBX1
P49790	A0A3Q1MAS6
Q9UPP1	F1MSU6
P06756	P80746
Q15058	G5E5S3
A6H8Y1	F1MEB1
P42285	A6H714
Q8IZF2	F1MV32
Q9Y2G1	F1MZP7
Q5GLZ8	E1BAV2
P51826	E1BJW8
P28749	E1BMR3
Q9UPS8	E1BLC3
Q8NHU6	A6QLE1
Q9UQL6	F1MNA5
P29374	E1BGK1
Q15375	F1N780
O43897	F1N0X6
Q7Z3B3	E1BL93
Q92766	E1BN44
Q5T7B8	A0A3Q1NF41
O95373	E1BGE5
O43896	A0A3Q1N141
Q9ULJ6	F1MP12
Q8WXI2	F1N773
Q9NS40	F1N4A4
Q9UPM8	E1BNA3
Q9UHP3	A0A3Q1MMX0
P14735	Q24K02
Q9Y6C5	E1B778
Q92620	Q17R09
O00329	E1BE66
P52333	E1BEL4
Q6ZNL6	F1MUW3
Q9BWV1	E1BB93
Q92610	F1N5U2
P11055	A6QPA6
O00159	Q27966
Q08828	P19754
Q2M1K9	A6QNQ0
Q9NX05	G3X6D5
Q14191	E1BEE6
P29597	F1MCX4
A0A0G2JMS6	F1MB90
Q9Y3R0	G3MZP1
P48552	G3MXN4
O43795	A6QLD6
Q9UBZ9	A0A3Q1MPW7
Q13873	A0A3Q1LP90
Q52LW3	A7YY57
Q9NPG4	F1N0X0
Q9ULH1	O97902
Q92540	A0A3Q1MBG8
Q5VT97	F1MZM7
Q8IWV2	E1BE12
P13497	E1BEV7
P50993	A2VDL6
P35579	F1MQ37
Q12860	F1MVI0
P20648	F1MXW4
P51841	F1MRI0
Q9ULD8	E1B760
Q15034	A2VDP7
A6QL63	E1BJI4
P14543	A6QNS6
Q9Y5B9	E1BNP8
Q8NDV3	F1N6C8
Q13136	A0A3Q1MBH3
O75110	A0A3Q1LHA5
Q8WZA2	E1BPX7
Q49AJ0	F1MCD9
Q9H2E6	E1BP81
Q9NTJ4	F1MWT0
Q9UNS1	F1MQI4
Q14678	A0A3Q1LV62
P05023	Q08DA1
Q2M1P5	A0A3Q1LM07
Q93073	G3MZR3
P28290	A0A3Q1LNI4
Q9UKU6	E1BN23
Q96PY6	E1BBM3
O15397	E1B8Q9
Q9Y3M8	F1MCN4
P54132	E1BQ04
Q99590	F1N2H2
Q14147	E1BJ90
Q9Y6L7	F1MF35
P54756	A0A3Q1MAA9
Q9Y4D2	E1BBV2
Q711Q0	G3MXB9
Q9NS87	E1BC41
Q96K83	A0A3Q1MH00
P07949	F1MS00
P48357	A0A3Q1MPM8
Q6AI08	E1BHR5
A4D1E1	G3N3V6
Q15032	A0A3Q1LPS2
Q12772	F1ML06
Q14324	A0A3Q1LQC6
O95486	A6QNT8
P53992	E1BIU0
Q9NQW1	E1BLS3
O15013	E1BH05
P16066	E1BN71
O15016	F1MD96
O60264	A0A3Q1M384
Q2NKX8	A6QQR4
P54764	E1BER5
P54762	F1MII5
Q8IX21	A0A3Q1M420
Q15386	F1N703
O94832	F1MJ56
Q9UKX2	F1MRC2
Q8TF46	F1MEA6
A0AVT1	F1ME38
P35568	F1MYE0
Q6AI39	E1BMP4
Q14289	A0A3Q1LVP1
Q05397	A0A3Q1N508
Q8NCM2	F1MP51
Q6IQ23	A0A3Q1LRZ5
Q9P2R3	A0A3Q1MD15
Q96J66	F1N4I6
Q9Y4H2	F1MJE0
Q8WVM7	F1MC39
Q9NQ11	F1MF00
P23378	E1BJQ1
P09619	A0A3Q1N3Z8
Q86VB7	P85521
P41180	P35384
Q9BSJ8	A0JN43
Q9BXT6	G3X7G5
Q8NFM4	A0A3Q1MA58
Q8IWB9	F1MJA6
Q2M3G0	A0A3Q1LS24
O60346	A0A3Q1N224
Q13797	F1MMH2
Q5T481	F1MF93
Q9P2F6	A0A3Q1M2Q1
P15918	F1MG60
P29320	E1BJS9
Q9HC56	F1MMW5
Q96QT6	E1B7A1
P08648	F1MK44
Q9H3R0	A0A3Q1MT70
Q96L93	A0A3Q1LPC5
O43593	A6QR63
Q9ULD0	F1MWG1
Q9P243	F1N0I1
Q9UBS5	F1MF15
P16234	A0A3Q1ME99
Q02246	E1BPC9
Q63HK5	F1N7E7
Q5TCY1	G3N2J4
Q13393	A0A3Q1MFP5
Q6P9B9	A1L552
Q5TIE3	E1BB39
Q6PJI9	A0A3Q1LY65
Q16706	F1N7T2
Q5KSL6	F1MCG9
Q5ST30	F1N6L1
Q9H4Z2	E1BPQ2
Q15029	A0A3Q1MII4
O94779	F6RUZ4
Q8N961	E1BMN7
O14594	F1N2Y8
Q9NZV1	A0A3Q1NA87
Q5JZY3	F1N6H6
P80192	A0A3Q1MHH5
Q12882	F1N549
Q8N1P7	A0A3Q1MVS6
P29323	F1N3R6
Q01804	E1BN58
Q9UDY2	A0A3Q1MEH9
Q8TE56	A0A3Q1MG57
Q75QN2	A5PJS8
Q96EP0	E1BMK3
P35442	F1N1W3
Q12968	F1MSU2
O75151	F1MH71
P54760	E1BIE4
Q9BYE9	E1BF45
Q13625	A0A3Q1NE67
Q9P232	E1B7U4
A7E2Y1	A0A3Q1MS81
O95206	F1MEC8
P20936	P09851
Q96L42	F1MDM5
P00450	F1N076
Q68DX3	A0A3Q1MGA7
O95259	O18965
Q13191	A0A3Q1LUB2
P42704	E1BPX9
Q12840	A0A3Q1MWH8
O14617	Q865S1
P55060	F1MWN1
O75038	A0A3Q1M8P8
Q6IEE7	A0A3Q1LQS0
Q1MSJ5	F1N192
Q9UPR3	A4IFN9
Q9H0D6	F1MKX7
P55265	F1MUM9
Q9Y2L6	A0A3Q1LXN9
Q9UL62	F1MTE6
Q08174	A0A3Q1M024
Q9Y4D1	A0A3Q1LHF1
Q15042	A4FUE5
Q16825	F1MRH9
Q9BTW9	Q28205
P54753	F1ML02
Q96QP1	E1BMC1
Q9H2T7	E1BN73
Q9BXT4	F1MZE7
Q9HCM1	A7MBK5
Q9BY89	E1BC55
Q8NB14	A6QLP6
P00519	A0A3Q1LI98
Q9NSV4	E1BMN2
Q9H0A0	F1MPG7
P28370	A0A3Q1LZX5
Q502W6	E1BB22
Q56UN5	E1BGV8
Q96RU2	A0A3Q1MAA7
P11274	A0A3Q1M4M7
Q14112	F1MF97
Q6UY14	F1MXR3
Q96RT8	A6H7H5
Q96J92	E1BM51
Q9HAW4	A0A3Q1LF69
O95782	A0A3Q1LVF9
Q96MR6	A0A3Q1M7I7
Q8WWM7	A0A3Q1MR95
O15164	F1MP49
Q96PN7	E1BFC1
Q8NFP4	F1MHX8
O15197	F1N5D4
Q6PD62	F1N4V2
Q68DA7	G3MYB4
Q99490	E1BIQ2
Q9BZV3	E1BBU2
O94953	E1BA41
Q9UGR2	E1BIU4
Q9NS15	A0A3Q1LJU9
Q16513	F1MFK1
Q15334	E1BMF9
Q9Y4F1	F1MFC6
Q6UXZ4	F1MHX0
P52746	E1BNL0
Q9UHB7	E1BCF6
Q8N157	A0A3Q1MGZ5
O76039	E1BKX9
Q9UPZ3	E1B8R7
Q9NZQ8	A0A3Q1M0Y5
Q9P253	A6QR33
Q8IWR0	A7Z062
Q14DG7	E1BKR8
B1ANS9	E1BMY9
A5PKW4	G5E560
Q9UBN4	P79100
P08151	A6H727
O60315	E1BE33
Q00722	A0A3Q1LVV4
Q5HYW2	A0A3Q1M8E6
O94829	A7YWD2
Q86UK5	E1BES3
Q8IY18	A0A3Q1MJL0
O75093	E1BP10
Q14687	A0A3Q1MD23
P32418	F1MC36
Q02846	P55203
Q92574	F1MM99
P46020	G3X778
Q96P70	G5E567
Q6P2S7	F1MRZ1
Q9H4L7	A0A452DJD2
Q8NE09	F1N450
Q16099	F1MCW8
Q9BX63	F1MMS0
Q9HAU0	F1MYN1
P56524	F1MYR0
O95696	G3N0D9
Q68CQ1	F1MME7
O95980	E1BCI6
P78347	A7MB80
Q9Y4E8	Q2HJE4
Q9UQ52	F1MXS0
Q14679	E1BKB4
P51530	E1BMP7
P46379	F1MY28
Q6VAB6	F1MF36
Q6ZSZ5	E1B9G8
O75448	A0A3Q1M809
Q6TFL3	G3MX83
Q9H7M6	F1MLA3
Q63HM2	A0A3Q1MBL9
Q9HCE1	Q0V8H6
Q6ZMQ8	F1MIB7
Q9UEF7	E1BAI2
Q9Y613	E1BIN0
P25092	F1N5B2
Q9H270	F1N5Q5
P48200	A0A3Q1MUL6
Q86YS7	A0A3Q1ME92
O75912	A0A3Q1N4W0
Q96T76	E1BP36
P29317	E1BJ31
Q9C0G0	E1BF46
Q13370	E1BN64
P13637	F1MR06
Q6F5E8	F1MTM9
P26006	F1MMS9
Q86XI2	F1N535
Q9Y2K3	A0A3Q1LHR1
Q14160	A0A3Q1LUY1
Q93100	F1MJ90
Q9NQC7	Q1RMU2
Q8NFZ0	A0A3Q1MXX2
Q8N1G0	E1BQ01
Q9UL36	F1N0E1
Q9BQS8	E1BBR6
Q9BYT9	A0A3Q1MUE0
Q13905	A0A3Q1LXN8
Q9NZJ5	A5D791
B0I1T2	F1MFG9
O60462	E1BEL6
O43592	E1B8Q8
Q68E01	E1BN70
A2RUS2	A0A3Q1MCL3
Q9UPP5	F1MRM6
Q53TQ3	E1BBU9
Q9H0D2	F1MLU0
Q96JG6	F1ML08
Q07912	Q17R13
O43147	A0A3Q1MBX0
Q14527	F1MLM2
Q8IY37	E1BNQ2
Q86UP2	A0A3Q1LVS2
Q96JM4	E1B933
O60290	F1MFU7
Q63HQ2	A3KN33
Q8WY21	A0A3Q1MSI9
Q8IWE5	F1MRW6
Q6PKG0	F1MZU1
O14983	Q0VCY0
O43150	F1MKZ2
Q9NSE4	G3MWG4
Q9NZ71	F1N079
Q96PY5	A0A3Q1LSX9
P42702	E1BAT3
Q8WXD9	F1MB71
O43424	G3MZJ2
Q9UL01	F1MM96
Q9BQT9	Q0VCN6
Q8ND04	A1A4J7
P36888	F1MRU0
Q32M45	A6QLE6
Q9UKV0	F1MWS5
Q14CX7	E1BDV7
Q93084	E1BMQ6
Q9C0E4	F1MFS5
Q13201	A0A3Q1M2H1
Q8N3T6	G3N019
Q8IY92	F1N7Q0
Q9Y4C2	F1N7N3
Q96S38	E1BB43
O00267	A0A3Q1MQ76
Q2NKJ3	E1BDX1
Q8IZA0	F1ML49
Q8IZJ1	A5PJP9
Q96RT1	E1BKT3
O75335	A0A3Q1LQ22
P29322	F1MKR1
O94855	F1MV07
Q13107	A6QR55
O43156	A0JN42
Q9UPN9	A0A3Q1LXW0
Q9BZF3	A0A3Q1LYV2
O14786	E1BMX5
Q2KHT3	A0A3Q1LW98
O60231	E1BF68
Q9P2E7	A0A3Q1LYG2
Q8TD19	F1MM88
Q13003	A0A3Q1M9Y0
Q9NRA8	E1BG99
Q96KR1	F1N0Y9
Q5T0N1	A0A3Q1ME83
O95886	E1BBJ2
Q96PE3	E1B820
P29074	E1BJR7
Q14671	E1BE82
Q9BWT7	F1MW90
Q9Y2H0	F1N5I2
Q9NVH2	Q1RMS6
P53618	A0JN39
Q9P1Q0	A7YWK8
Q96HW7	E1BLD2
Q9H694	A0A3Q1LNI3
Q9C0B7	F1MNM6
Q86T65	A0A3Q1LS91
Q9Y5W8	A0A3Q1LUS6
Q9Y5W7	E1BD26
O60313	E1BBC4
Q9UPT8	E1BHZ4
Q96SB8	E1BFH7
O60716	E1BQ11
P51828	Q29450
Q8TDZ2	F1MH07
Q9Y5L0	A5D7C4
Q5T9S5	E1BN16
P63010	Q08DS7
Q8IX12	E1BJ81
O60502	E1BQ16
P30414	E1BJT5
O75460	F1MM00
Q6IMN6	F1MCP8
Q9BVI0	E1BMS9
Q5XXA6	A0A3Q1MCG6
O15360	E1B6X8
Q14831	E1BLE8
Q9ULU4	F1MY77
P40818	Q0IIM6
Q03112	A0A3Q1MWB8
Q9Y5I4	A0A3Q1MLE3
O43909	A2VE26
Q8N1G1	A0A3Q1ME34
O00222	A0A3Q1LJN2
Q969F9	E1BPH4
Q8TE58	E1BN99
Q96DN5	Q29RL0
Q5FWF4	E1BB03
P35251	A0A3Q1N5S1
Q3MJ13	E1BC63
Q96A65	A6QLD1
O43707	A5D7D1
Q53EL9	A0JNA2
P78312	E1B8T0
O75808	E1B6Y0
P55017	A0A3Q1MAS3
P57678	F1MAW0
Q6V1X1	F1N1L4
Q9H0E3	F1MZQ1
Q70E73	A0A3Q1LRK3
Q9ULK0	F1N6E6
O60566	F1MWP1
P57103	A0A3Q1LST7
Q9BXF3	F1MRJ9
P09874	P18493
Q9BX26	F1MV84
Q8TEY7	A6QNM7
Q9HCE9	E1BJF8
Q13002	F1MG21
Q14C87	F1MDT3
Q9BZF9	Q8HYY4
Q9Y2L1	F1N1R4
O60610	A0A3Q1LUD9
Q9UPR5	E1B7D0
Q6ZRV2	A0A3Q1M4P9
Q86Z14	F1N4S9
Q9NQV6	E1BE45
P49588	A6QLT9
P13612	F1MEF6
Q86W56	O02776
Q70J99	A0A3Q1MS42
P53708	A0A3Q1MT97
P54707	A0A3Q1M1C8
P19021	P10731
Q01974	E1BC57
Q8N0W3	A0A3Q1M4E5
Q6AWC2	F1MZS1
O94813	F1MLJ7
Q13563	Q4GZT3
Q9H2U1	Q05B79
Q12774	F1N2G5
O60423	F1MFC4
Q8N612	A7YY62
Q9UPN6	A0A3Q1LZ51
P42261	G0T3G6
Q6P3W7	A6QLN8
Q5VV43	E1BDP2
O43283	F1MGX2
Q96FS4	A0A3Q1MI55
O60337	F1MHF0
Q9H9B1	F1N093
Q9P0V3	E1BB46
Q9Y6Y8	E1BKW5
P52848	E1BCG5
P20585	A0A3Q1LUI6
Q02241	F6RPS1
Q6P1M3	A0A3Q1MJ68
O95466	A0A3Q1M6W5
Q9P2Q2	E1BHJ3
Q14697	F1N6Y1
P12814	Q3B7N2
Q9ULJ8	A0A3Q1MM02
A6NKG5	Q52QI2
P20701	P61625
Q8TEQ8	E1BPZ8
Q7KZF4	Q863B3
Q8TEH3	A0A3Q1MGE0
Q9BQG0	E1BKX3
Q7Z5M5	F1MMU8
Q9P2J2	A0A3Q1MPR4
Q96KQ4	A0A3Q1LWL2
P10721	P43481
P10721	A0A452DHX3
Q8TDG4	A0A3Q1LQC3
Q5HYA8	F1MGL5
Q96DN6	E1BBH8
Q01973	F1MZ64
Q08345	E1BBP4
Q9UQ05	E1BLH0
Q9UPP2	G5E5L9
O60245	E1BCK4
Q13733	E1B8N5
P22102	Q59A32
Q9C0H5	A0A3Q1LNB6
O14490	A0A3Q1MV08
Q7Z410	E1B9Z9
P78344	Q95L46
Q9NQW6	F1MBT6
Q5SVZ6	A0A3Q1M2B0
Q16512	A1A4I4
Q5VXU9	A0A3Q1MPI5
Q9NXC5	E1B899
P36956	A0A3Q1M285
O15034	E1BA43
O95185	A0A3Q1LGH1
P55786	E1BP91
Q96PU5	A0A3Q1M231
Q9NRE2	F1N1F0
P42263	A0A3Q1LQB5
Q9UL03	E1BF57
Q58EX7	E1BEX3
Q9BYH1	F1MF04
Q9H2X0	F1MG93
Q14203	A0A3Q1M3Y3
P35609	Q3ZC55
Q7Z591	E1BDC4
P98073	A0A452DHT9
O15068	A0A3Q1LQ45
Q9NSY1	A0A3Q1M6N5
P42695	F1MPS0
Q9NQ90	F1N0S4
O75899	F1MIZ5
Q9Y6K1	A0A3Q1M9H4
O14939	Q0V8L6
O14939	A0A3Q1MFB9
Q6JQN1	A0A3Q1MFK8
Q8N960	A0JN62
Q9H7Z3	F1N543
Q9NRU3	F1MD84
O75094	F1MMM6
Q99466	G3X812
Q9BZQ6	E1B789
O00370	A0A3Q1LT65
P11215	G3MYD9
O94972	E1BGD4
Q96KN7	Q9GLM3
Q6PL18	E1BC78
Q13474	A0A3Q1LJU1
Q8TE82	G3MZW4
Q9UPV9	A0A3Q1M7K0
Q9BXW6	E1BLV1
Q9UBN7	F1MQP3
P98194	P57709
Q3SY69	E1BDG9
Q86T82	F1N5V1
Q8IVH8	E1BJH5
Q9H3R1	F1MMN3
P42262	F1MBY1
Q70EK8	F1N2K3
P49916	A0A3Q1LF81
P52789	E1BME6
Q6VMQ6	A0A3Q1M7L9
Q14833	E1B965
Q8IX03	F1N3I6
O75061	Q27974
Q9Y4G2	G3X7G7
O60524	A0A3Q1LQA1
Q8TEA7	F1MSR5
Q9H9G7	A0A3Q1M249
Q92622	E1BK05
Q5JU85	G3MZJ7
Q92619	E1BI70
Q9Y210	Q9MYW0
P57740	E1BDU0
Q6PJG2	E1BI11
Q13367	E1BME2
Q7Z3S7	A0A3Q1M6F5
Q7RTW8	E1BGM5
Q9BY07	E1BBH7
Q6EMB2	E1BD55
Q8TD43	E1BNX9
O94806	E1B7L9
Q5T7W0	E1BJV7
P98174	A5D7I5
Q5JRX3	F1MFA3
Q9GZR1	F1N1L7
Q92974	A0A3Q1M8D9
Q5DID0	F1MN54
O94967	E1BP79
O94985	F1MD95
Q99102	A0A3Q1LPY0
Q9H2G2	G3X696
P19022	A0A5H1ZRH6
Q9UKV8	B0JYP5
Q9Y4E5	A0A3Q1MBG5
Q5JYT7	F1MPM8
Q75T13	E1BNQ0
P43246	Q3MHE4
P26045	E1BIH4
P52849	A8E4L2
P19367	A0A3Q1M0F0
Q9UBC5	P10568
Q8N766	A0A3Q1M901
A2RUB1	F1N524
Q13472	F1MGY1
Q9NZ94	G3MXP5
Q99460	A7MBA2
Q8TEX9	A0A3Q1N3C7
Q6UXD5	Q29RN8
Q14416	E1BAB4
P51825	A0A3Q1MG66
Q14832	A5D7D8
Q96HA7	Q0P5G1
Q16849	P56722
Q08043	Q0III9
Q15139	A0A3Q1N9F5
O00203	Q32PG1
Q92995	E1BMF7
Q96JC1	E1BM41
Q96NR3	G5E5Q5
Q8TC59	E1B7E6
O94973	Q0VCK5
C9J069	E1B9Y2
Q17R98	F1MWZ3
Q8TBY9	E1BJ01
Q13349	F1N6B8
Q9UN70	A5D7F4
Q9UNA0	F1MRZ2
O15061	E1BIS6
Q92562	Q1RMU9
Q5U651	E1BDB1
Q02952	A0A3Q1MSB2
Q8N5C6	E1BIF3
Q9NTJ3	E1BMZ9
Q8IVF7	E1B718
Q9BZA7	A0A3Q1N768
Q96R06	E1BJ22
Q9NUA8	F1N193
Q9H3U1	F6PRQ6
O75150	E1BCI2
Q8IWU5	E1BIY5
O95271	E1B8R5
Q7L7X3	E1BJ19
Q6ZMN7	F1MUR5
Q5T447	F1MJS5
Q9NQC3	F1N405
P52732	E1BF29
Q9HCK5	F1MXK6
Q9ULE3	E1B8H4
