Gene stable ID	UniProtKB/TrEMBL ID	UniProtKB/Swiss-Prot ID
ENSBTAG00000003036	A0A3Q1LTJ4	
ENSBTAG00000047147	F1MTZ5	
ENSBTAG00000003036	A0A3Q1M5L6	
ENSBTAG00000047147	A0A3Q1LFN2	
ENSBTAG00000003036	A0AAA9TVS1	
ENSBTAG00000047147	A0AAA9TML3	
ENSBTAG00000003036	A0AAA9TQL3	
ENSBTAG00000047147	G3MZ11	
ENSBTAG00000004976	F1MBU7	
ENSBTAG00000003036	A0AAA9T3A2	
ENSBTAG00000004976	A0AAA9TDH0	
ENSBTAG00000076930		
ENSBTAG00000004976	A0AAA9SAF0	
ENSBTAG00000015546	A0AAA9TXP8	
ENSBTAG00000004976	A0A3Q1N7P0	
ENSBTAG00000004976	A0AAA9TTQ5	
ENSBTAG00000003131	F1MMN3	
ENSBTAG00000015546	A0AAA9TIY4	
ENSBTAG00000015539	F1N3K6	
ENSBTAG00000015539		
ENSBTAG00000015546	A0A452DJI2	
ENSBTAG00000018180	E1B7J9	
ENSBTAG00000015546	A0AAA9S0Y3	
ENSBTAG00000015539		
ENSBTAG00000014080	F1MNV7	
ENSBTAG00000015546	A0A3Q1MI23	
ENSBTAG00000015539		
ENSBTAG00000015539	A0AAA9TDZ4	
ENSBTAG00000014080	A0AAA9TJR1	
ENSBTAG00000018180	A0AAA9TCX3	
ENSBTAG00000018180	A0AAA9T840	
ENSBTAG00000001416	E1B988	
ENSBTAG00000018180	A0AAA9RYH6	
ENSBTAG00000052028		
ENSBTAG00000014921		P26892
ENSBTAG00000018743		Q2KJ69
ENSBTAG00000018743	A0AAF6Z5I8	
ENSBTAG00000046313		Q29RU3
ENSBTAG00000020705	E1BK01	
ENSBTAG00000073899	E2GEZ0	Q2KI08
ENSBTAG00000027782	E1BM68	
ENSBTAG00000020705	A0A3Q1M9L2	
ENSBTAG00000071250	A0A3Q1M5R2	
ENSBTAG00000008255	E1BHL6	
ENSBTAG00000004575	A0A3Q1LSV0	
ENSBTAG00000054488	A0A3Q1LMP1	
ENSBTAG00000004575	A0A3Q1LX28	
ENSBTAG00000038421	A6QQX6	
ENSBTAG00000078672	A0AAA9SLG8	
ENSBTAG00000038421	A6QQX6	
ENSBTAG00000016010		
ENSBTAG00000075206	A0AAA9S7H3	
ENSBTAG00000038421	A6QQX6	
ENSBTAG00000038421	A6QQX6	
ENSBTAG00000077525	A0AAA9SJE2	
ENSBTAG00000016010	Q0VCQ5	
ENSBTAG00000018745		
ENSBTAG00000047586		Q1RMU8
ENSBTAG00000075342	A0AAA9RT68	
ENSBTAG00000016014	A0AAA9TPL3	
ENSBTAG00000007316	F1MXP6	
ENSBTAG00000016014	Q2YDG6	
ENSBTAG00000007316	A0AAF6DLR5	
ENSBTAG00000000604	A0AAA9RZP5	
ENSBTAG00000007316	A0AAA9RT58	
ENSBTAG00000018745	G5E6L5	
ENSBTAG00000000604	A0AAA9T0T2	
ENSBTAG00000034700	A0AAA9U001	
ENSBTAG00000000604	Q2TA04	
ENSBTAG00000050543	A0A3Q1N4T4	
ENSBTAG00000018745		
ENSBTAG00000034700	Q1RMQ2	
ENSBTAG00000034700	A0AAF6DLV7	
ENSBTAG00000000604	A0A3Q1LN69	
ENSBTAG00000076659	A0A3Q1MFY9	
ENSBTAG00000075868	M0QW09	
ENSBTAG00000064164	A0AAA9S714	
ENSBTAG00000049354	A0A3Q1MP31	
ENSBTAG00000019403	A0AAF6DM18	
ENSBTAG00000064164	A0AAA9S714	
ENSBTAG00000075868	G3X742	
ENSBTAG00000018745		
ENSBTAG00000019403	A0AAA9SLZ0	
ENSBTAG00000076145	F1MKF7	
ENSBTAG00000075868	F1N3N3	
ENSBTAG00000019403	Q0P562	
ENSBTAG00000019403	A0AAA9SFC0	
ENSBTAG00000053871	A0A3Q1MCX2	
ENSBTAG00000056659	A0AAA9S0C1	
ENSBTAG00000018745	A0AAA9TJC7	
ENSBTAG00000077675	E1BFL1	
ENSBTAG00000072094	A0A3Q1MQM8	
ENSBTAG00000019406	F1MPB2	
ENSBTAG00000018745	A0AAA9SDI2	
ENSBTAG00000019406	A0AAA9TTA9	
ENSBTAG00000024888	A0A3Q1MRK8	
ENSBTAG00000019406	A0AAA9S0Y0	
ENSBTAG00000018745	G3MYU4	
ENSBTAG00000024888		Q28156
ENSBTAG00000018745	F1MQX9	
ENSBTAG00000017045	F1MFF7	
ENSBTAG00000012622	Q2KJ71	
ENSBTAG00000017045	A0AAA9S398	
ENSBTAG00000018745		
ENSBTAG00000048273	G5E6P8	
ENSBTAG00000013010		A2VE00
ENSBTAG00000013010	A0AAF6ZV86	
ENSBTAG00000009023	E1BG63	
ENSBTAG00000010350	F1N2K3	
ENSBTAG00000010350	A0AAA9T6U9	
ENSBTAG00000014711	Q1LZB8	
ENSBTAG00000014711	E1BCW4	
ENSBTAG00000006159	A0AAA9RV79	
ENSBTAG00000010350	A0AAA9TWK7	
ENSBTAG00000010350	A0AAA9SLS1	
ENSBTAG00000054987		Q0VCH6
ENSBTAG00000010350	A0AAA9U2R6	
ENSBTAG00000006159		E1BNE9
ENSBTAG00000010350	A0AAA9TCD9	
ENSBTAG00000054987	A0AAF6ZH55	
ENSBTAG00000002574		Q5E9V3
ENSBTAG00000006434	F6RN75	
ENSBTAG00000006434	A0AAA9ST66	
ENSBTAG00000006434	A0AAA9SG98	
ENSBTAG00000005562	A0A3Q1LPZ7	
ENSBTAG00000015666	A0A3Q1MAB2	
ENSBTAG00000017549	A0A452DIS8	
ENSBTAG00000005562	Q08DM9	
ENSBTAG00000003619	A0AAA9SNJ0	
ENSBTAG00000015666	A0A3Q1LU67	
ENSBTAG00000017549	A0AAA9SHL9	
ENSBTAG00000071853		
ENSBTAG00000003619	A0AAA9TZY5	
ENSBTAG00000017549	A0AAA9SE97	
ENSBTAG00000003619	F1MV07	
ENSBTAG00000017549		Q28132
ENSBTAG00000021313	A0AAA9S3B7	
ENSBTAG00000017549	A0A3Q1M8Q1	
ENSBTAG00000001435	A0AAA9TWU6	
ENSBTAG00000010634	F6QPI1	
ENSBTAG00000017549	A0AAF7A2Y8	
ENSBTAG00000021313	A0A3Q1LZ50	
ENSBTAG00000001435	A0AAA9S3S5	
ENSBTAG00000017549	A0AAA9TWA9	
ENSBTAG00000021313		Q08E29
ENSBTAG00000021313	A0A3Q1MEI2	
ENSBTAG00000012111	A0AAA9SY25	
ENSBTAG00000001435	A0AAA9T1A0	
ENSBTAG00000018731	F1MDN2	
ENSBTAG00000004587		Q2KJ36
ENSBTAG00000033449	A0A3Q1M1D0	
ENSBTAG00000012111	F1MFG2	
ENSBTAG00000000687	A0A3Q1LUP6	
ENSBTAG00000001435		Q3MHM8
ENSBTAG00000012111	A0AAA9SUJ6	
ENSBTAG00000018133	F1MEW1	
ENSBTAG00000000687	A0A3Q1MAE7	
ENSBTAG00000018133	A0A3Q1MQE8	
ENSBTAG00000000687	F6QTD1	
ENSBTAG00000078418		
ENSBTAG00000000687	A0AAA9S0T0	
ENSBTAG00000004945	A0A3Q1M0R1	
ENSBTAG00000014920	A0A3Q1MFX8	
ENSBTAG00000000687	A0A3Q1MJK6	
ENSBTAG00000014920	F1MYW3	
ENSBTAG00000048151	A0A3Q1MF35	
ENSBTAG00000004945	F1MB52	
ENSBTAG00000017350	A0AAA9T8X6	
ENSBTAG00000048151	G3MXT3	
ENSBTAG00000017350	A0A3Q1M9D0	
ENSBTAG00000004945	A0AAA9S189	
ENSBTAG00000018432	A0AAA9TPZ0	
ENSBTAG00000017350	F1N415	
ENSBTAG00000004945	A0AAA9T8W5	
ENSBTAG00000018432	A0AAA9SQV0	
ENSBTAG00000020569	A0AAA9SXW5	
ENSBTAG00000004943	G8JKW1	
ENSBTAG00000026851	A0A3Q1MZ47	
ENSBTAG00000026851	G3N135	
ENSBTAG00000018432	A0AAF6ZZR5	
ENSBTAG00000020569	A0AAA9TGH5	
ENSBTAG00000004942	F1MB54	
ENSBTAG00000026851	E1BB06	
ENSBTAG00000020569	A0AAA9ST43	
ENSBTAG00000026851	A0A3Q1ME49	
ENSBTAG00000018432		Q9XS59
ENSBTAG00000062096	A0AAA9T715	
ENSBTAG00000026851		
ENSBTAG00000020569	F1N7F9	
ENSBTAG00000047203	G3N0W7	
ENSBTAG00000047203	A0AAA9TRB9	
ENSBTAG00000021746	F6QVC9	
ENSBTAG00000001887	G3N315	
ENSBTAG00000047203	A0A3Q1MII3	
ENSBTAG00000020569	A0AAA9TH89	
ENSBTAG00000001887	A0AAA9SWU8	
ENSBTAG00000020569	A0A3Q1NFD1	
ENSBTAG00000021746	A0A3Q1MU33	
ENSBTAG00000027900	E1B933	
ENSBTAG00000020569	A0AAA9SYQ8	
ENSBTAG00000021746	A0AAA9TJY2	
ENSBTAG00000015962	F6QNV0	
ENSBTAG00000015962	A0A3Q1M6Z9	
ENSBTAG00000015962	A0AAA9TI66	
ENSBTAG00000014977	E1BKK2	
ENSBTAG00000065668	A0AAA9TCM7	
ENSBTAG00000014977	A0AAA9TAC1	
ENSBTAG00000005653		
ENSBTAG00000065668	A0AAA9RW14	
ENSBTAG00000065668	A0AAA9SMF8	
ENSBTAG00000005653	E1BLT5	
ENSBTAG00000009552	A0A3Q1MU03	
ENSBTAG00000012658	A0A3Q1MY92	
ENSBTAG00000021535	A0AAA9SLP1	
ENSBTAG00000012658	A0AAA9S0B4	
ENSBTAG00000021535	G5E5R3	
ENSBTAG00000012658	A0A3Q1N043	
ENSBTAG00000021535	A0AAA9SDI4	
ENSBTAG00000009552	A0A3Q1ND98	
ENSBTAG00000012658	F1MUI3	
ENSBTAG00000012658	A0AAA9TCU3	
ENSBTAG00000009552	F1N7J2	
ENSBTAG00000021535	A0AAF7AMD2	
ENSBTAG00000009552	A0A3Q1MDH1	
ENSBTAG00000008947	A0AAF6ZL64	
ENSBTAG00000034844		Q3T051
ENSBTAG00000007035		Q2T9P9
ENSBTAG00000021535	A0AAA9TJA1	
ENSBTAG00000071073	A0A452DJ25	
ENSBTAG00000021535	A0AAA9SLQ6	
ENSBTAG00000078789		
ENSBTAG00000038283	A0AAF6ZJT0	
ENSBTAG00000020878	E1BQ00	
ENSBTAG00000020878	A0A3Q1LII2	
ENSBTAG00000020878	A0A3Q1MF07	
ENSBTAG00000020878	A0A3Q1MMR2	
ENSBTAG00000019276	A0A3Q1LJD2	
ENSBTAG00000004023		
ENSBTAG00000004023	A0A3Q1NAG2	
ENSBTAG00000004023		
ENSBTAG00000004023	A0A452DHZ6	
ENSBTAG00000004023	A0A3Q1LQG4	
ENSBTAG00000004023		
ENSBTAG00000018989	A5D7D8	
ENSBTAG00000024394	E1BE15	
ENSBTAG00000013472	A0A3Q1NA44	
ENSBTAG00000024394	A0A3Q1M3Y6	
ENSBTAG00000013472		P02465
ENSBTAG00000006138	A0AAA9TWQ8	
ENSBTAG00000006138		A7MB70
ENSBTAG00000013472	A0A3Q1LZN8	
ENSBTAG00000009109	A0AAA9STK8	
ENSBTAG00000017664	A0A3Q1LSS6	
ENSBTAG00000009109	A0A3Q1MHF1	
ENSBTAG00000009109	A0A3Q1MB17	
ENSBTAG00000009109	F1MBE8	
ENSBTAG00000017664	F1MZD6	
ENSBTAG00000009109	A0A3Q1MQQ4	
ENSBTAG00000014220	F1ML83	
ENSBTAG00000051416	A0A3Q1M1C3	
ENSBTAG00000033806	G3X8B1	
ENSBTAG00000012456	A0AAA9U050	
ENSBTAG00000012456	A0A3Q1LGE3	
ENSBTAG00000012456	A0A3Q1LW13	
ENSBTAG00000012456	A0AAF6YXV0	
ENSBTAG00000021458	F1MUL4	
ENSBTAG00000021458	A0AAA9TIY3	
ENSBTAG00000021458	A0AAA9SSK3	
ENSBTAG00000014255	A0A3Q1MPN8	
ENSBTAG00000014255	F1ML08	
ENSBTAG00000014255	A0A3Q1MFM4	
ENSBTAG00000018645	Q1RMR7	
ENSBTAG00000015925		Q0P574
ENSBTAG00000015356	A0A3Q1MTC2	
ENSBTAG00000015356		P01289
ENSBTAG00000015356	A0A452DJK7	P01289
ENSBTAG00000002297	A0A3Q1LT41	
ENSBTAG00000002297	A0A3Q1M6E5	
ENSBTAG00000015356		P01289
ENSBTAG00000017458	A0AAA9SXG6	
ENSBTAG00000046588	G3MZ88	
ENSBTAG00000017458	A0AAA9TW80	
ENSBTAG00000002297	A0A3Q1LYN2	
ENSBTAG00000017458	A0AAA9U186	
ENSBTAG00000017458	A0AAA9T305	
ENSBTAG00000021869	A0AAA9TRC2	
ENSBTAG00000017458	A0AAA9SMX3	
ENSBTAG00000021869	F1MH63	
ENSBTAG00000017458	F6Q8B6	
ENSBTAG00000017458	A0A3Q1LPY9	
ENSBTAG00000002154	E1BNW9	
ENSBTAG00000002154	E1BNW9	
ENSBTAG00000002154	E1BNW9	
ENSBTAG00000066096	A0AAA9S1K6	
ENSBTAG00000003490	F1MQH0	
ENSBTAG00000066096	A0AAA9SW10	
ENSBTAG00000066096	A0AAA9RZ04	
ENSBTAG00000002297	A0AAA9S3Z8	
ENSBTAG00000066096	A0AAA9TPA2	
ENSBTAG00000002297	A0AAA9S3P3	
ENSBTAG00000003490		
ENSBTAG00000066096	A0AAA9TIH7	
ENSBTAG00000066096	A0AAA9RRP6	
ENSBTAG00000002297	F1N167	
ENSBTAG00000003490		
ENSBTAG00000066096	A0AAA9RX51	
ENSBTAG00000066096	A0AAA9TW32	
ENSBTAG00000002297	A0AAA9TC43	
ENSBTAG00000066096	A0AAA9THR9	
ENSBTAG00000002297	A0AAA9SCF4	
ENSBTAG00000066096	A0AAA9TPL9	
ENSBTAG00000002297	A0AAA9TKI4	
ENSBTAG00000007680	G3MZL9	
ENSBTAG00000007680	A0AAA9S8G0	
ENSBTAG00000018119	A0A3Q1LRS2	
ENSBTAG00000007680	F1MLQ7	
ENSBTAG00000002293	A0AAA9S807	
ENSBTAG00000018119	A0AAA9TLW5	
ENSBTAG00000005997	A0A3Q1MB23	
ENSBTAG00000018119	A0AAA9TML1	
ENSBTAG00000021282	A0AAA9TML4	
ENSBTAG00000018119	F6RSE9	
ENSBTAG00000018119	A0A3Q1N3H7	
ENSBTAG00000021282	A0AAA9S9D8	
ENSBTAG00000021282	A0AAA9T6H0	
ENSBTAG00000002293	A0AAA9SD12	
ENSBTAG00000021282	A0AAA9TJA7	
ENSBTAG00000002293	A0AAF6YJE0	
ENSBTAG00000006161	Z4YHD9	
ENSBTAG00000021282	A0A3Q1LK26	
ENSBTAG00000006161	A0A3Q1NAI5	
ENSBTAG00000002293		
ENSBTAG00000021282	F1MYZ0	
ENSBTAG00000002293		Q2KJ96
ENSBTAG00000067784	A0AAA9SF12	
ENSBTAG00000021282	A0AAA9TW73	
ENSBTAG00000062162		Q66WT7
ENSBTAG00000021282	A0A3Q1M668	
ENSBTAG00000021282		
ENSBTAG00000012615	A0AAA9RZL0	
ENSBTAG00000021204		Q2YDE9
ENSBTAG00000059156	A0AAA9TQR4	
ENSBTAG00000021469	A0AAA9SCI4	
ENSBTAG00000021469	A0A3Q1LPI5	
ENSBTAG00000012615	A0AAA9SAU2	
ENSBTAG00000024426	A0A3Q1LTT3	
ENSBTAG00000021469	A0A3Q1LT16	
ENSBTAG00000012615	E1BE33	
ENSBTAG00000024426	A0A3Q1NNR8	
ENSBTAG00000021469	A0AAA9S6E8	
ENSBTAG00000021469	F1MXS6	
ENSBTAG00000024426	F6R8E7	
ENSBTAG00000012615	A0AAA9S0L5	
ENSBTAG00000024426	E1BC67	
ENSBTAG00000012615	A0AAA9S258	
ENSBTAG00000012615	A0AAA9TVD9	
ENSBTAG00000015654	A0AAF6DLT6	
ENSBTAG00000015654	Q2KIW1	
ENSBTAG00000047426	G3N0Q5	
ENSBTAG00000047426	A0A3Q1NLR6	
ENSBTAG00000034645	Q1JQD3	
ENSBTAG00000019683	A0A3Q1LR47	
ENSBTAG00000006589	A0AAA9ST41	
ENSBTAG00000019683		
ENSBTAG00000008361	A0AAF6YSL3	
ENSBTAG00000008361	A0A3Q1M1W2	
ENSBTAG00000006589	A0A3Q1MBE8	
ENSBTAG00000018185	E1BHZ2	
ENSBTAG00000012267	A0A3Q1MTW3	
ENSBTAG00000006589	F1MN01	
ENSBTAG00000018185	A0AAA9SEM6	
ENSBTAG00000012267	E1BIV7	
ENSBTAG00000018185	A0AAA9T304	
ENSBTAG00000006589	A0AAA9SMR0	
ENSBTAG00000006589	A0AAA9TS50	
ENSBTAG00000012267	A0A3Q1MVP4	
ENSBTAG00000014069	A6QR49	
ENSBTAG00000006589	A0AAA9T3E3	
ENSBTAG00000052417	A0AAA9SBA5	
ENSBTAG00000052417	A0A3Q1MWE2	
ENSBTAG00000000169	A0AAF6YFX5	
ENSBTAG00000000169	A0AAA9TI37	
ENSBTAG00000012272	A0AAA9SQ75	
ENSBTAG00000012272	A7E3R1	
ENSBTAG00000006907	A0A3Q1MC60	
ENSBTAG00000008097		A4D7S0
ENSBTAG00000027134	A0AAF6Z1Q0	
ENSBTAG00000053598		Q17R06
ENSBTAG00000008097	A0AAA9TJS6	
ENSBTAG00000027134		
ENSBTAG00000004427	A0A3Q1LRN3	
ENSBTAG00000004427	E1BA05	
ENSBTAG00000006907		
ENSBTAG00000027134		
ENSBTAG00000004427	A0AAA9TUJ9	
ENSBTAG00000010756	A0AAF6ZJW5	
ENSBTAG00000027134		
ENSBTAG00000004427	A0A3Q1LU41	
ENSBTAG00000004427	A0A3Q1MI45	
ENSBTAG00000004427	A0A3Q1MER4	
ENSBTAG00000027134		
ENSBTAG00000006907	A0A3Q1M707	
ENSBTAG00000070878		
ENSBTAG00000070878		
ENSBTAG00000010756	A0A452DIE4	
ENSBTAG00000010756	A0A3Q1LS80	
ENSBTAG00000021756	A0AAA9S3B4	
ENSBTAG00000010756	A0A3Q1MBE9	A4D7R9
ENSBTAG00000021756	E1BJK1	
ENSBTAG00000003773	F1MX88	
ENSBTAG00000006907	F1MT60	
ENSBTAG00000021756	A0AAA9T511	
ENSBTAG00000010756	Q5BIS7	
ENSBTAG00000021756	A0A3Q1LTI4	
ENSBTAG00000010756	A0A3Q1MEP5	
ENSBTAG00000021756	A0AAA9SKJ7	
ENSBTAG00000003773	A0A3Q1MJF5	
ENSBTAG00000010756	A0A3Q1MKL6	
ENSBTAG00000013406	A0A452DIL5	
ENSBTAG00000006733	E1BLN7	
ENSBTAG00000052508	A0AAA9SEP3	Q3ZBR6
ENSBTAG00000006907	A0A3Q1MG48	
ENSBTAG00000013406	A0AAA9S2N7	
ENSBTAG00000052508	A0AAA9TZM6	
ENSBTAG00000014228	A0A3Q1MCA5	
ENSBTAG00000052508	A0AAF7AU34	
ENSBTAG00000013406	A0AAA9TJ82	
ENSBTAG00000020685	F1MF42	
ENSBTAG00000014228	A0A3Q1MD59	
ENSBTAG00000019425	A0AAA9T0S8	
ENSBTAG00000014228	F1ML66	
ENSBTAG00000019425	F1MP86	
ENSBTAG00000014228	A0A3Q1LFW9	
ENSBTAG00000021543	A7E309	
ENSBTAG00000003222	A0AAF7AGU8	
ENSBTAG00000015073	A0A3Q1M3M6	
ENSBTAG00000003222		Q1LZA3
ENSBTAG00000015073	A0A3Q1N573	
ENSBTAG00000013256	A0A452DIK6	
ENSBTAG00000003222	A0AAF7AIK6	
ENSBTAG00000021020	A0A3Q1MEX8	
ENSBTAG00000015073	A0A3Q1M410	
ENSBTAG00000015073	A0AAA9T8A6	
ENSBTAG00000021020	A0A3Q1LZ08	
ENSBTAG00000013256	A0AAA9SBC5	
ENSBTAG00000015073		E1BCH6
ENSBTAG00000015073	A0A3Q1MFT2	
ENSBTAG00000004995	A0AAF7A9X6	
ENSBTAG00000015073	A0AAA9T1T1	
ENSBTAG00000011246	A0AAA9RWR3	
ENSBTAG00000021020	E1BCK1	
ENSBTAG00000015073	A0A452DIN4	
ENSBTAG00000004995	A0AAA9T596	
ENSBTAG00000020792	E1BGX6	
ENSBTAG00000015073	A0AAA9STZ5	
ENSBTAG00000011246	F1N4J3	
ENSBTAG00000004995		
ENSBTAG00000021020	A0A3Q1MCH5	
ENSBTAG00000004995	A0AAF6YMV5	
ENSBTAG00000011246	A0AAA9SXY0	
ENSBTAG00000015073	A0AAA9SZ16	
ENSBTAG00000004995	A0AAA9T2P8	
ENSBTAG00000018575	E1BN23	
ENSBTAG00000007608	E1B7X8	
ENSBTAG00000046922	G3N341	
ENSBTAG00000015844	A0AAF6Z1X8	
ENSBTAG00000032369	F1MG80	
ENSBTAG00000021967		A0JNG0
ENSBTAG00000002674		P02698
ENSBTAG00000019750	A0A3Q1LZT5	
ENSBTAG00000007239	F6PZM2	
ENSBTAG00000070632		
ENSBTAG00000016931	A0A3Q1MQP1	
ENSBTAG00000007239	Q5W1C4	
ENSBTAG00000019750		Q3ZC25
ENSBTAG00000024420	E1BPV7	
ENSBTAG00000019750	A0AAA9RVP4	
ENSBTAG00000010549	F1MN39	
ENSBTAG00000016931	A0A452DIR4	
ENSBTAG00000016217	A0AAA9SJE9	
ENSBTAG00000019750	A0AAA9S378	
ENSBTAG00000024420	A0A3Q1LYA4	
ENSBTAG00000032844		
ENSBTAG00000024420	A0AAA9TJY3	
ENSBTAG00000032844	G3N1Y5	
ENSBTAG00000024420	A0AAA9SPL9	
ENSBTAG00000055723	A0AAA9TT26	
ENSBTAG00000055723	A0AAA9RZ53	
ENSBTAG00000024420	A0AAA9TGS7	
ENSBTAG00000009852	A0AAA9T4I1	
ENSBTAG00000004072	A0A3Q1LXG3	
ENSBTAG00000009852	A0AAA9S2B9	
ENSBTAG00000013781	E1B899	
ENSBTAG00000004072	A0A3Q1M698	
ENSBTAG00000009786	A0AAF6DLZ9	
ENSBTAG00000009852	A0A3Q1M886	
ENSBTAG00000004072	A0AAA9SUK1	
ENSBTAG00000000820		Q5E9F0
ENSBTAG00000018125		
ENSBTAG00000009786	F1MCZ3	
ENSBTAG00000004072		Q5E997
ENSBTAG00000009852	E1BP55	
ENSBTAG00000013168	Q3SZ11	
ENSBTAG00000018125	A0AAA9SNP7	
ENSBTAG00000005377	A0AAA9T3I6	
ENSBTAG00000013050	A0AAA9SYN3	
ENSBTAG00000009852	A0A3Q1LWH9	
ENSBTAG00000047004	A0AAA9SYV0	
ENSBTAG00000018125	A0A3Q1LQD8	
ENSBTAG00000009852	A0AAA9TD55	
ENSBTAG00000013050	F6Q3F4	
ENSBTAG00000009852	A0A3Q1LIL5	
ENSBTAG00000047004	A0AAA9TQ42	
ENSBTAG00000005377	Q2HJ20	
ENSBTAG00000009852	A0A3Q1LVS5	
ENSBTAG00000047004	A0AAA9T8C4	
ENSBTAG00000047004	G3N072	
ENSBTAG00000006721	A7YWA1	
ENSBTAG00000008533	A0AAA9SGZ0	
ENSBTAG00000018125	F6RAG5	
ENSBTAG00000034693	A0A452DI49	P48018
ENSBTAG00000018125		
ENSBTAG00000034693	A0A3Q1LR55	
ENSBTAG00000034693		
ENSBTAG00000018125		
ENSBTAG00000000799	A0A3Q1N2K1	
ENSBTAG00000044012	A0A3Q1MB12	
ENSBTAG00000044012	A0AAA9TZQ1	
ENSBTAG00000000799	A0A3Q1MG19	
ENSBTAG00000043949	A0AAA9TPW2	
ENSBTAG00000043949	F1MMF4	
ENSBTAG00000000799	F1MW75	
ENSBTAG00000043949	A0AAA9SBK0	
ENSBTAG00000044012	A0AAA9TI14	
ENSBTAG00000000799	A0A3Q1M1Y0	
ENSBTAG00000039731	A5PKJ7	
ENSBTAG00000000799	A0AAA9TV31	
ENSBTAG00000003751	A0AAA9TEE4	
ENSBTAG00000014609	A0A3Q1MLL6	
ENSBTAG00000021182	A0AAA9TEM3	
ENSBTAG00000014609	A0A3Q1MPV7	
ENSBTAG00000014609	A0A3Q1LRC7	
ENSBTAG00000003751	A0A3Q1MD41	
ENSBTAG00000014609	F1N3L1	
ENSBTAG00000021182	A0AAA9S0U7	
ENSBTAG00000006924	G8JKW6	
ENSBTAG00000018581	A0AAA9SJA8	
ENSBTAG00000045937	A0A3Q1LPR0	
ENSBTAG00000003751	A0AAA9SQA8	
ENSBTAG00000021182	A0A3Q1MZL0	
ENSBTAG00000003751	F1MV63	
ENSBTAG00000018581	E1BDZ8	
ENSBTAG00000003424	A0A3Q1MJE3	
ENSBTAG00000018581	A0A3Q1MPA3	
ENSBTAG00000021182	A0A3Q1MU06	
ENSBTAG00000018581	A0AAA9RTS7	
ENSBTAG00000003424	F6Q1B2	
ENSBTAG00000021182	A0A3Q1NNR4	
ENSBTAG00000003709	A0AAA9SZ14	
ENSBTAG00000003709	F1MVW3	
ENSBTAG00000019592	A0AAA9RTH4	
ENSBTAG00000021182	A0A3Q1M8L1	
ENSBTAG00000011145	A0AAF6YW01	
ENSBTAG00000019592	A0AAA9TTB4	
ENSBTAG00000011145		Q01321
ENSBTAG00000011336	F1N5T7	
ENSBTAG00000021182	A0AAA9TD01	
ENSBTAG00000019592	A0A3Q1LKK5	
ENSBTAG00000035660	F1MG09	
ENSBTAG00000019592	A0A3Q1M863	
ENSBTAG00000079067	A0A0N4STN3	
ENSBTAG00000034091		A6H759
ENSBTAG00000011336	A0A3Q1MLC1	
ENSBTAG00000004398	A0AAA9SE53	
ENSBTAG00000004398	A0AAF6YME5	
ENSBTAG00000011336	E1BBP9	
ENSBTAG00000019592	A0AAA9TYM6	
ENSBTAG00000010980	A0AAA9RTB8	
ENSBTAG00000004398		Q2KI92
ENSBTAG00000019592	E1BPU6	
ENSBTAG00000004398	A0AAA9TD57	
ENSBTAG00000010980	A0AAA9RUS7	
ENSBTAG00000019592	A0AAA9TEH9	
ENSBTAG00000004398	A0AAA9SYV8	
ENSBTAG00000010980		Q0VCS9
ENSBTAG00000004398	A0AAA9THD1	
ENSBTAG00000010980	A0AAA9TU77	
ENSBTAG00000004399	F1MSM1	
ENSBTAG00000020620		Q0P5H5
ENSBTAG00000054178	A6H744	
ENSBTAG00000072312		
ENSBTAG00000014262	A0AAA9TZQ8	
ENSBTAG00000073827	E1BL48	
ENSBTAG00000015291	A0A3Q1LWZ0	
ENSBTAG00000014262	A0A3S5ZP35	
ENSBTAG00000015291		Q2YDI2
ENSBTAG00000014262		
ENSBTAG00000014262	A0AAA9RSW0	
ENSBTAG00000018114	A0A3Q1LSH5	
ENSBTAG00000014262	A0AAA9TGS6	
ENSBTAG00000018114		Q28043
ENSBTAG00000012805	A0AAA9TLZ4	
ENSBTAG00000012805	A0AAA9STY8	
ENSBTAG00000021526		Q1RMT2
ENSBTAG00000012805	A0AAF6YXR7	
ENSBTAG00000033143	A0A3Q1M4M0	
ENSBTAG00000012805	A0AAA9TX27	
ENSBTAG00000012376	E1BCC9	
ENSBTAG00000024406	F1N3J3	
ENSBTAG00000026977	E1B755	
ENSBTAG00000045578	G3MXN0	
ENSBTAG00000054123	A0AAA9SYN4	
ENSBTAG00000054123	A0AAA9SN63	
ENSBTAG00000007746	A0AAA9SQX0	
ENSBTAG00000054123	A0A3Q1LJT4	
ENSBTAG00000007746	A0AAA9SZU2	
ENSBTAG00000007746	F1ML85	
ENSBTAG00000014859	A0AAA9TRQ7	
ENSBTAG00000014859	F1MD06	
ENSBTAG00000014074	A0AAA9SQF4	
ENSBTAG00000004569		Q32LB5
ENSBTAG00000014074	A0A3Q1LUS6	
ENSBTAG00000004569		
ENSBTAG00000014074	F1MNW3	
ENSBTAG00000019260	A0AAA9TKC1	
ENSBTAG00000067833	G3N2P2	
ENSBTAG00000067833	G3N2P2	
ENSBTAG00000019260	E1B7A4	
ENSBTAG00000014389	F1N4Z5	
ENSBTAG00000014389	A0A3Q1MGT2	
ENSBTAG00000011590		
ENSBTAG00000002869		Q3T0M9
ENSBTAG00000011590	Q3T0Q9	
ENSBTAG00000002869		Q3T0M9
ENSBTAG00000002869		
ENSBTAG00000011590	A0AAA9SXK1	
